a01,Savings in the past year,Current Savings,Total Savings,Saving Frequency,Savings diversification
2868.2,1,1,-0.215030344,1.056112399,-0.493815326
2869,1,1,-0.115101604,0.693330638,3.790758827
2870,0,0,-0.236235418,-1.120578168,-0.493815326
2871,1,1,0.429334988,-0.757796407,-0.493815326
2872,1,1,-0.069842816,1.056112399,-0.493815326
2873,1,1,-0.191242858,1.056112399,-0.493815326
2874,1,1,0.362777948,-0.757796407,-0.493815326
2875,1,1,0.21968031,1.056112399,3.790758827
2876,0,0,-0.236235418,-1.120578168,-0.493815326
2877,1,1,-0.214085235,1.056112399,-0.493815326
2878.1,1,1,-0.103121336,-0.395014646,-0.493815326
2878.2,0,0,-0.236235418,-1.120578168,-0.493815326
2879,0,0,-0.236235418,-1.120578168,-0.493815326
2880,1,0,-0.236235418,-1.120578168,-0.493815326
2881.1,1,1,-0.218930587,1.056112399,-0.493815326
2881.2,0,0,-0.236235418,-1.120578168,-0.493815326
2882,1,1,-0.227250217,1.056112399,-0.493815326
2883,1,1,-0.209612601,1.056112399,0.934376058
2885.1,1,1,-0.163022673,1.056112399,-0.493815326
2885.2,1,1,-0.173006229,1.056112399,0.934376058
2886,1,1,-0.206284749,1.056112399,2.362567443
2887,1,1,-0.103121336,0.693330638,-0.493815326
2888,1,1,0.196385346,-0.395014646,0.934376058
2889,0,0,-0.236235418,-1.120578168,-0.493815326
2890,1,1,-0.202956897,0.693330638,-0.493815326
2893,1,1,-0.016597184,1.056112399,2.362567443
2894,1,1,-0.228248573,0.693330638,-0.493815326
2895,1,1,-0.235070669,1.056112399,-0.493815326
2896,1,1,-0.023252888,-0.395014646,-0.493815326
2897,0,0,-0.236235418,-1.120578168,-0.493815326
2898,1,1,0.519107124,1.056112399,0.934376058
2899,0,0,-0.236235418,-1.120578168,-0.493815326
2900,1,1,-0.226251862,1.056112399,-0.493815326
2901,1,0,-0.236235418,-1.120578168,-0.493815326
2902,1,0,-0.236235418,-1.120578168,-0.493815326
2903,1,0,-0.236235418,-1.120578168,-0.493815326
2904,1,1,-0.136399857,1.056112399,-0.493815326
2905,1,1,-0.200128223,0.693330638,0.934376058
2907,1,1,-0.196301193,0.693330638,-0.493815326
2908,1,1,-0.232241995,0.693330638,-0.493815326
2909,1,1,-0.056178656,1.056112399,0.934376058
2910,1,1,-0.212940453,1.056112399,-0.493815326
2911,1,0,-0.236235418,-1.120578168,-0.493815326
2912,1,1,-0.163022673,1.056112399,-0.493815326
2913,1,1,-0.216268305,0.693330638,-0.493815326
2914,1,1,-0.186317637,1.056112399,-0.493815326
2915,1,1,1.20405894,0.693330638,0.934376058
2916,1,1,-0.075886195,0.693330638,0.934376058
2917,1,1,-0.192973341,1.056112399,0.934376058
2918.1,1,0,-0.236235418,-1.120578168,-0.493815326
2918.2,1,0,-0.236235418,-1.120578168,-0.493815326
2919,1,1,-0.169678377,-0.757796407,-0.493815326
2920,1,1,-0.216268305,1.056112399,-0.493815326
2922,1,1,-0.184986496,1.056112399,0.934376058
2923,1,0,-0.236235418,-1.120578168,-0.493815326
2924,1,0,-0.236235418,-1.120578168,-0.493815326
2925,1,1,-0.1916422,1.056112399,-0.493815326
2926,1,1,-0.173006229,1.056112399,-0.493815326
2927,1,1,0.014684625,1.056112399,0.934376058
2928,1,0,-0.236235418,-1.120578168,-0.493815326
2929,1,1,-0.182989785,0.693330638,-0.493815326
2930,1,0,-0.236235418,-1.120578168,-0.493815326
2931,1,0,-0.236235418,-1.120578168,-0.493815326
2932,1,1,-0.063187112,1.056112399,0.934376058
2933,1,1,-0.220261728,0.693330638,-0.493815326
2934,1,1,-0.103121336,-0.757796407,-0.493815326
2935,1,0,-0.236235418,-1.120578168,-0.493815326
2936,1,1,-0.163022673,0.693330638,-0.493815326
2938,1,1,-0.22292401,0.693330638,-0.493815326
2939,1,1,0.429334988,0.693330638,-0.493815326
2940,1,0,-0.236235418,-1.120578168,-0.493815326
2941,1,0,-0.236235418,-1.120578168,-0.493815326
2942,1,1,-0.089809928,0.693330638,-0.493815326
2943,1,0,-0.236235418,-1.120578168,-0.493815326
2944,1,1,-0.209612601,0.693330638,-0.493815326
2945,1,0,-0.236235418,-1.120578168,-0.493815326
2946,1,1,0.525842697,0.693330638,0.934376058
2947,1,0,-0.236235418,-1.120578168,-0.493815326
2948,1,1,1.094905394,-0.757796407,-0.493815326
2949.1,1,1,-0.136399857,1.056112399,-0.493815326
2949.2,1,1,-0.232907566,1.056112399,-0.493815326
2950,1,1,-0.00994148,0.693330638,0.934376058
2951.1,1,1,-0.22425515,0.693330638,-0.493815326
2951.2,1,1,0.861955752,0.693330638,0.934376058
2952,1,1,-0.166350525,1.056112399,0.934376058
2953.1,1,0,-0.236235418,-1.120578168,-0.493815326
2953.2,1,1,-0.09313778,1.41889416,0.934376058
2954,1,1,0.063271265,-0.395014646,-0.493815326
2955,1,1,0.362777948,-0.395014646,-0.493815326
2956,0,0,-0.236235418,-1.120578168,-0.493815326
2957,1,1,0.296220907,-0.395014646,-0.493815326
2958,1,1,0.037480412,1.056112399,0.934376058
2959,1,1,-0.214937165,1.056112399,0.934376058
2960,1,1,-0.232907566,1.056112399,-0.493815326
2961.1,0,0,-0.236235418,-1.120578168,-0.493815326
2961.2,1,1,-0.016597184,1.056112399,0.934376058
2962,0,0,-0.236235418,-1.120578168,-0.493815326
2963,1,0,-0.236235418,-1.120578168,-0.493815326
2964,1,1,-0.22292401,1.056112399,-0.493815326
2965,1,1,-0.215582768,1.056112399,0.934376058
2966,0,0,-0.236235418,-1.120578168,-0.493815326
2967,1,1,1.094905394,-0.757796407,-0.493815326
2968,1,1,-0.219596157,1.056112399,-0.493815326
2969,0,0,-0.236235418,-1.120578168,-0.493815326
2970,1,1,0.063271265,0.693330638,-0.493815326
2971,1,1,-0.012417402,1.056112399,0.934376058
2972,1,0,-0.236235418,-1.120578168,-0.493815326
2973,1,1,-0.177811647,1.056112399,-0.493815326
2974,1,1,0.013353485,0.693330638,0.934376058
2975,0,0,-0.236235418,-1.120578168,-0.493815326
2976,1,1,-0.196301193,1.056112399,-0.493815326
2977,0,0,-0.236235418,-1.120578168,-0.493815326
2978,0,0,-0.236235418,-1.120578168,-0.493815326
2979,0,0,-0.236235418,-1.120578168,-0.493815326
2980,0,0,-0.236235418,-1.120578168,-0.493815326
2981,1,1,-0.166297279,1.056112399,0.934376058
2982,1,1,-0.13794398,1.056112399,0.934376058
2983.11,1,1,0.436749442,1.41889416,3.790758827
2983.12,1,1,-0.116233073,0.693330638,0.934376058
2983.2,1,1,0.170294986,1.056112399,0.934376058
2984.1,1,1,-0.181159467,1.056112399,0.934376058
2984.2,1,1,-0.196893551,1.056112399,-0.493815326
2985,1,1,-0.105776962,1.056112399,0.934376058
2986,1,1,-0.229579714,1.056112399,-0.493815326
2987,1,1,-0.003472135,1.056112399,0.934376058
2988,1,1,-0.216268305,1.056112399,-0.493815326
2989,0,0,-0.236235418,-1.120578168,-0.493815326
2990,1,1,-0.200667335,1.056112399,-0.493815326
2991,1,1,0.247634267,1.056112399,3.790758827
2992.1,1,1,-0.202045066,1.056112399,0.934376058
2992.2,0,0,-0.236235418,-1.120578168,-0.493815326
2993,1,1,-0.214937165,1.056112399,-0.493815326
2994,1,1,-0.202956897,1.056112399,-0.493815326
2995,1,1,0.309532315,1.056112399,0.934376058
2996,1,1,-0.216268305,1.056112399,-0.493815326
2997,1,1,-0.22292401,1.056112399,-0.493815326
2998,1,0,-0.236235418,-1.120578168,-0.493815326
2999,1,1,-0.219596157,1.056112399,-0.493815326
3001,1,1,-0.192174657,1.056112399,0.934376058
3002.1,1,1,-0.22292401,1.056112399,-0.493815326
3002.2,1,1,-0.202956897,0.693330638,-0.493815326
3003,1,1,-0.199096589,1.056112399,0.934376058
3004,0,0,-0.236235418,-1.120578168,-0.493815326
3005,1,1,-0.22292401,1.056112399,-0.493815326
3006,1,1,-0.22292401,1.056112399,-0.493815326
3007.1,1,1,-0.22292401,1.056112399,-0.493815326
3007.2,0,0,-0.236235418,-1.120578168,-0.493815326
3008,1,1,-0.219596157,1.056112399,-0.493815326
3009,1,0,-0.236235418,-1.120578168,-0.493815326
3010,0,0,-0.236235418,-1.120578168,-0.493815326
3011,1,1,-0.209612601,1.056112399,-0.493815326
3012,0,0,-0.236235418,-1.120578168,-0.493815326
3013,0,0,-0.236235418,-1.120578168,-0.493815326
3014.1,1,1,-0.213838973,1.056112399,-0.493815326
3014.2,1,1,-0.215729193,1.056112399,-0.493815326
3015,1,1,-0.196301193,0.693330638,-0.493815326
3016,1,1,-0.200747204,1.056112399,0.934376058
3017,1,0,-0.236235418,-1.120578168,-0.493815326
3018,1,1,0.096549785,-0.757796407,-0.493815326
3019,1,0,-0.236235418,-1.120578168,-0.493815326
3020,1,0,-0.236235418,-1.120578168,-0.493815326
3021,1,0,-0.236235418,-1.120578168,-0.493815326
3022,1,1,-0.13978761,1.056112399,-0.493815326
3023,1,1,-0.219596157,1.056112399,-0.493815326
3024,1,1,-0.036564296,-0.757796407,-0.493815326
3025,0,0,-0.236235418,-1.120578168,-0.493815326
3026.1,1,1,-0.22292401,1.056112399,-0.493815326
3026.2,0,0,-0.236235418,-1.120578168,-0.493815326
3027,1,1,-0.209612601,-0.757796407,-0.493815326
3028.1,1,0,-0.236235418,-1.120578168,-0.493815326
3028.2,1,1,-0.136399857,-0.757796407,-0.493815326
3028.3,0,0,-0.236235418,-1.120578168,-0.493815326
3029.1,1,1,-0.22425515,1.056112399,-0.493815326
3029.2,1,1,-0.224122036,1.056112399,-0.493815326
3030,1,1,0.096549785,-0.757796407,-0.493815326
3031,1,1,-0.195216314,1.056112399,-0.493815326
3032,1,1,-0.211276527,1.056112399,0.934376058
3033,1,0,-0.236235418,-1.120578168,-0.493815326
3034,1,1,-0.202956897,1.056112399,-0.493815326
3035.1,1,1,-0.182570476,1.056112399,0.934376058
3035.2,1,1,-0.193605633,1.056112399,-0.493815326
3036,1,1,-0.232241995,1.056112399,-0.493815326
3037,1,1,-0.231576425,1.056112399,-0.493815326
3038,1,1,-0.153039117,-0.395014646,-0.493815326
3039,1,1,-0.196301193,1.056112399,0.934376058
3040,1,1,-0.213606024,0.693330638,0.934376058
3041,1,1,-0.156366969,-0.757796407,-0.493815326
3042,1,0,-0.236235418,-1.120578168,-0.493815326
3043,1,1,-0.124419589,1.056112399,-0.493815326
3044,1,1,-0.20969247,0.693330638,0.934376058
3045,1,1,-0.176067853,1.056112399,-0.493815326
3046,0,0,-0.236235418,-1.120578168,-0.493815326
3047,1,0,-0.236235418,-1.120578168,-0.493815326
3048,1,1,-0.18378847,1.056112399,0.934376058
3049,1,1,-0.226917432,0.693330638,-0.493815326
3050,1,1,-0.231576425,0.693330638,-0.493815326
3051,1,1,-0.202956897,1.056112399,-0.493815326
3052,1,0,-0.236235418,-1.120578168,-0.493815326
3053,0,0,-0.236235418,-1.120578168,-0.493815326
3054,0,0,-0.236235418,-1.120578168,-0.493815326
3055,1,0,-0.236235418,-1.120578168,-0.493815326
3056,1,1,-0.169678377,-0.757796407,-0.493815326
3057,1,1,-0.169678377,1.056112399,-0.493815326
3058,1,0,-0.236235418,-1.120578168,-0.493815326
3059,1,1,-0.226251862,0.693330638,-0.493815326
3060,0,0,-0.236235418,-1.120578168,-0.493815326
3062.1,1,0,-0.236235418,-1.120578168,-0.493815326
3062.2,0,0,-0.236235418,-1.120578168,-0.493815326
3063,1,0,-0.236235418,-1.120578168,-0.493815326
3065,1,1,-0.226251862,1.056112399,-0.493815326
3066,1,1,-0.227583002,-0.757796407,-0.493815326
3067,0,0,-0.236235418,-1.120578168,-0.493815326
3068,1,0,-0.236235418,-1.120578168,-0.493815326
3069,1,1,-0.227915788,1.056112399,-0.493815326
3070,1,1,1.094905394,-0.757796407,-0.493815326
3071.1,0,0,-0.236235418,-1.120578168,-0.493815326
3071.2,1,1,0.029992745,-0.757796407,-0.493815326
3072,0,0,-0.236235418,-1.120578168,-0.493815326
3073,1,0,-0.236235418,-1.120578168,-0.493815326
3074,1,0,-0.236235418,-1.120578168,-0.493815326
3075,0,0,-0.236235418,-1.120578168,-0.493815326
3076,0,0,-0.236235418,-1.120578168,-0.493815326
3077,1,1,0.029992745,-0.757796407,-0.493815326
3078.1,0,0,-0.236235418,-1.120578168,-0.493815326
3078.2,1,1,-0.202956897,1.056112399,-0.493815326
3079,1,1,-0.036564296,-0.757796407,-0.493815326
3080,1,1,-0.103121336,0.693330638,-0.493815326
3081,1,1,-0.225586291,0.693330638,-0.493815326
3082.1,1,1,-0.209612601,1.056112399,-0.493815326
3082.2,1,1,-0.180993074,1.056112399,0.934376058
3083,1,1,-0.23257478,1.056112399,-0.493815326
3084,1,0,-0.236235418,-1.120578168,-0.493815326
3085,1,1,0.063271265,1.056112399,0.934376058
3086,1,0,-0.236235418,-1.120578168,-0.493815326
3087,1,1,-0.182989785,1.056112399,-0.493815326
3088,1,1,-0.209612601,1.056112399,-0.493815326
3089,1,1,-0.123088449,1.056112399,0.934376058
3090,1,1,-0.214937165,1.056112399,-0.493815326
3091,1,1,-0.086116013,1.056112399,0.934376058
3092,0,0,-0.236235418,-1.120578168,-0.493815326
3093,1,1,-0.22425515,1.056112399,-0.493815326
3094,1,1,-0.233240351,1.056112399,-0.493815326
3096,1,1,-0.014600473,1.056112399,0.934376058
3097,1,1,-0.219596157,1.056112399,-0.493815326
3098,1,1,-0.234904277,1.056112399,-0.493815326
3099,1,1,-0.157478472,1.056112399,-0.493815326
3100,0,0,-0.236235418,-1.120578168,-0.493815326
3101,1,1,-0.208281461,1.056112399,-0.493815326
3102,1,1,-0.234238706,1.056112399,-0.493815326
3103,1,1,0.029992745,-0.757796407,-0.493815326
3104,1,1,-0.185705312,0.693330638,-0.493815326
3105.1,0,0,-0.236235418,-1.120578168,-0.493815326
3105.2,0,0,-0.236235418,-1.120578168,-0.493815326
3107,1,1,-0.23124364,1.056112399,-0.493815326
3108,1,1,-0.126323121,1.056112399,0.934376058
3109,1,1,-0.20695032,1.056112399,0.934376058
3110,1,1,-0.232241995,1.056112399,-0.493815326
3111,0,0,-0.236235418,-1.120578168,-0.493815326
3114,0,0,-0.236235418,-1.120578168,-0.493815326
3115,1,1,-0.202956897,1.056112399,-0.493815326
3116,1,1,-0.233573136,1.056112399,-0.493815326
3117,1,1,-0.22292401,0.693330638,-0.493815326
3118.11,1,0,-0.236235418,-1.120578168,-0.493815326
3118.12,1,1,-0.196301193,0.693330638,-0.493815326
3118.2,1,0,-0.236235418,-1.120578168,-0.493815326
3118.3,1,0,-0.236235418,-1.120578168,-0.493815326
3119,1,0,-0.236235418,-1.120578168,-0.493815326
3120,0,0,-0.236235418,-1.120578168,-0.493815326
3121,1,0,-0.236235418,-1.120578168,-0.493815326
3122,0,0,-0.236235418,-1.120578168,-0.493815326
3123,1,1,-0.223256795,1.056112399,-0.493815326
3124,1,0,-0.236235418,-1.120578168,-0.493815326
3125.1,0,0,-0.236235418,-1.120578168,-0.493815326
3125.2,1,0,-0.236235418,-1.120578168,-0.493815326
3126,1,1,3.757187017,0.693330638,0.934376058
3127,1,0,-0.236235418,-1.120578168,-0.493815326
3128,1,0,-0.236235418,-1.120578168,-0.493815326
3129,1,0,-0.236235418,-1.120578168,-0.493815326
3130.1,0,0,-0.236235418,-1.120578168,-0.493815326
3130.2,0,0,-0.236235418,-1.120578168,-0.493815326
3132,1,1,-0.228248573,1.056112399,-0.493815326
3133,1,0,-0.236235418,-1.120578168,-0.493815326
3134,0,0,-0.236235418,-1.120578168,-0.493815326
3135,1,1,0.077913814,1.056112399,0.934376058
3136,1,0,-0.236235418,-1.120578168,-0.493815326
3137,1,0,-0.236235418,-1.120578168,-0.493815326
3138,1,0,-0.236235418,-1.120578168,-0.493815326
3139,1,0,-0.236235418,-1.120578168,-0.493815326
3140,1,1,-0.228581358,1.056112399,-0.493815326
3141,1,0,-0.236235418,-1.120578168,-0.493815326
3142,1,0,-0.236235418,-1.120578168,-0.493815326
3143,0,0,-0.236235418,-1.120578168,-0.493815326
3144,1,0,-0.236235418,-1.120578168,-0.493815326
3145,1,1,-0.216268305,1.056112399,-0.493815326
3146,1,0,-0.236235418,-1.120578168,-0.493815326
3147,1,0,-0.236235418,-1.120578168,-0.493815326
3148,1,1,-0.208281461,1.056112399,-0.493815326
3149,1,1,-0.224920721,1.056112399,-0.493815326
3150,1,1,-0.219596157,1.056112399,0.934376058
3151,1,0,-0.236235418,-1.120578168,-0.493815326
3152,0,0,-0.236235418,-1.120578168,-0.493815326
3153,0,0,-0.236235418,-1.120578168,-0.493815326
3154,1,1,-0.202956897,0.693330638,-0.493815326
3155,1,0,-0.236235418,-1.120578168,-0.493815326
3156,1,0,-0.236235418,-1.120578168,-0.493815326
3157,1,0,-0.236235418,-1.120578168,-0.493815326
3158,0,0,-0.236235418,-1.120578168,-0.493815326
3159,0,0,-0.236235418,-1.120578168,-0.493815326
3160,1,0,-0.236235418,-1.120578168,-0.493815326
3161,1,1,-0.126416301,-0.395014646,-0.493815326
3162,1,0,-0.236235418,-1.120578168,-0.493815326
3163,1,1,-0.202956897,1.056112399,-0.493815326
3164,1,0,-0.236235418,-1.120578168,-0.493815326
3165,0,0,-0.236235418,-1.120578168,-0.493815326
3167.1,1,0,-0.236235418,-1.120578168,-0.493815326
3167.2,1,0,-0.236235418,-1.120578168,-0.493815326
3167.3,1,0,-0.236235418,-1.120578168,-0.493815326
3168,1,0,-0.236235418,-1.120578168,-0.493815326
3169,0,0,-0.236235418,-1.120578168,-0.493815326
3170,0,0,-0.236235418,-1.120578168,-0.493815326
3171.1,1,0,-0.236235418,-1.120578168,-0.493815326
3171.2,0,0,-0.236235418,-1.120578168,-0.493815326
3172,1,0,-0.236235418,-1.120578168,-0.493815326
3173.1,1,0,-0.236235418,-1.120578168,-0.493815326
3173.2,1,0,-0.236235418,-1.120578168,-0.493815326
3174,0,0,-0.236235418,-1.120578168,-0.493815326
3175,1,1,-0.210278172,1.056112399,-0.493815326
3176,0,0,-0.236235418,-1.120578168,-0.493815326
3177,1,0,-0.236235418,-1.120578168,-0.493815326
3178,1,0,-0.236235418,-1.120578168,-0.493815326
3179.3,1,1,-0.209612601,0.693330638,-0.493815326
3180,0,0,-0.236235418,-1.120578168,-0.493815326
3181,1,0,-0.236235418,-1.120578168,-0.493815326
3182,1,0,-0.236235418,-1.120578168,-0.493815326
3183,1,0,-0.236235418,-1.120578168,-0.493815326
3185,1,0,-0.236235418,-1.120578168,-0.493815326
3186,1,0,-0.236235418,-1.120578168,-0.493815326
3187,0,0,-0.236235418,-1.120578168,-0.493815326
3188,1,0,-0.236235418,-1.120578168,-0.493815326
3189,0,0,-0.236235418,-1.120578168,-0.493815326
3190,0,0,-0.236235418,-1.120578168,-0.493815326
3193,0,0,-0.236235418,-1.120578168,-0.493815326
3194,1,0,-0.236235418,-1.120578168,-0.493815326
3195,1,0,-0.236235418,-1.120578168,-0.493815326
3196,0,0,-0.236235418,-1.120578168,-0.493815326
3197,1,0,-0.236235418,-1.120578168,-0.493815326
3198,1,0,-0.236235418,-1.120578168,-0.493815326
3199,1,0,-0.236235418,-1.120578168,-0.493815326
3200,0,0,-0.236235418,-1.120578168,-0.493815326
3201,1,1,-0.206151635,1.056112399,-0.493815326
3202,1,1,-0.1642207,1.056112399,-0.493815326
3203,1,0,-0.236235418,-1.120578168,-0.493815326
3204,1,1,-0.198830361,1.056112399,-0.493815326
3205,1,1,1.028348353,0.693330638,0.934376058
3206,1,1,-0.228028935,1.056112399,-0.493815326
3207,1,1,-0.134928946,1.056112399,-0.493815326
3208,0,0,-0.236235418,-1.120578168,-0.493815326
3209,1,1,-0.207283105,0.693330638,0.934376058
3210,1,1,-0.103121336,-0.757796407,-0.493815326
3211.1,1,1,0.362777948,0.693330638,-0.493815326
3211.2,0,0,-0.236235418,-1.120578168,-0.493815326
3212,0,0,-0.236235418,-1.120578168,-0.493815326
3213,1,0,-0.236235418,-1.120578168,-0.493815326
3214,1,1,0.623681547,0.693330638,0.934376058
3215,1,1,1.094905394,-0.757796407,-0.493815326
3216.1,1,1,-0.090142714,1.056112399,0.934376058
3216.2,1,0,-0.236235418,-1.120578168,-0.493815326
3217,1,1,0.429334988,-0.757796407,-0.493815326
3218,1,1,-0.152373547,0.693330638,-0.493815326
3219,1,1,-0.202158213,-0.757796407,0.934376058
3220,1,1,0.096549785,-0.757796407,-0.493815326
3221,1,1,0.411983568,1.056112399,0.934376058
3222,1,1,-0.178330792,1.056112399,0.934376058
3223,1,1,-0.180560453,1.056112399,0.934376058
3224,1,1,-0.173006229,1.056112399,-0.493815326
3226,1,1,-0.176467195,1.056112399,0.934376058
3227,1,1,-0.236162205,1.056112399,-0.493815326
3228,1,1,-0.199629045,1.056112399,0.934376058
3229,1,1,-0.147048983,1.056112399,-0.493815326
3230,1,0,-0.236235418,-1.120578168,-0.493815326
3231,1,1,-0.151135586,1.056112399,-0.493815326
3232,1,0,-0.236235418,-1.120578168,-0.493815326
3233,1,1,2.193096563,0.693330638,0.934376058
3234,1,0,-0.236235418,-1.120578168,-0.493815326
3235.1,1,0,-0.236235418,-1.120578168,-0.493815326
3235.2,1,1,-0.202956897,1.056112399,-0.493815326
3236,1,1,-0.228115459,1.056112399,-0.493815326
3237,0,0,-0.236235418,-1.120578168,-0.493815326
3238,1,1,-0.232907566,1.056112399,-0.493815326
3239,0,0,-0.236235418,-1.120578168,-0.493815326
3240,1,0,-0.236235418,-1.120578168,-0.493815326
3241,1,1,0.129828306,-0.757796407,-0.493815326
3242,0,0,-0.236235418,-1.120578168,-0.493815326
3243,0,0,-0.236235418,-1.120578168,-0.493815326
3244.1,1,0,-0.236235418,-1.120578168,-0.493815326
3244.2,1,0,-0.236235418,-1.120578168,-0.493815326
3245,1,1,0.321512582,1.056112399,0.934376058
3246,1,1,-0.197632334,1.056112399,-0.493815326
3248,1,0,-0.236235418,-1.120578168,-0.493815326
3249,1,0,-0.236235418,-1.120578168,-0.493815326
3250,1,1,-0.209612601,1.056112399,-0.493815326
3251,1,1,5.753898234,-0.757796407,0.934376058
3252,0,0,-0.236235418,-1.120578168,-0.493815326
3254,1,1,-0.215602735,1.056112399,-0.493815326
3255,1,1,-0.096465632,-0.757796407,0.934376058
3257,1,1,-0.189645489,1.056112399,-0.493815326
3258,1,1,0.029992745,-0.757796407,-0.493815326
3259,1,0,-0.236235418,-1.120578168,-0.493815326
3260,1,1,-0.202956897,1.056112399,-0.493815326
3261,0,0,-0.236235418,-1.120578168,-0.493815326
3262,0,0,-0.236235418,-1.120578168,-0.493815326
3263,1,1,26.38658081,-0.757796407,-0.493815326
3264,0,0,-0.236235418,-1.120578168,-0.493815326
3265,0,0,-0.236235418,-1.120578168,-0.493815326
3266,0,0,-0.236235418,-1.120578168,-0.493815326
3267,0,0,-0.236235418,-1.120578168,-0.493815326
3268,1,1,2.492603246,-0.757796407,0.934376058
3269,0,0,-0.236235418,-1.120578168,-0.493815326
3270,1,1,-0.182989785,-0.757796407,-0.493815326
3271,1,1,0.762120191,-0.757796407,-0.493815326
3272,1,1,-0.209612601,-0.757796407,-0.493815326
3273,1,1,-0.231230328,1.056112399,-0.493815326
3275,0,0,-0.236235418,-1.120578168,-0.493815326
3276,1,0,-0.236235418,-1.120578168,-0.493815326
3277,1,1,-0.220261728,1.056112399,-0.493815326
3279,0,0,-0.236235418,-1.120578168,-0.493815326
3280,1,1,0.296220907,-0.757796407,-0.493815326
3281,1,1,-0.105118048,1.056112399,0.934376058
3283,1,1,-0.22292401,0.330548877,-0.493815326
3284,1,0,-0.236235418,-1.120578168,-0.493815326
3285,1,1,0.083238377,0.693330638,-0.493815326
3286.1,1,0,-0.236235418,-1.120578168,-0.493815326
3286.2,1,1,0.096549785,-0.757796407,-0.493815326
3287,0,0,-0.236235418,-1.120578168,-0.493815326
3288,1,1,0.163106826,-0.757796407,-0.493815326
3289,1,0,-0.236235418,-1.120578168,-0.493815326
3290,1,1,-0.149711265,1.056112399,-0.493815326
3291,1,1,-0.231636326,1.056112399,-0.493815326
3292,1,1,0.974942984,1.056112399,2.362567443
3293,1,1,-0.036564296,-0.757796407,-0.493815326
3294,1,0,-0.236235418,-1.120578168,-0.493815326
3296,1,1,1.79375432,1.056112399,2.362567443
3297,1,1,0.762120191,-0.757796407,-0.493815326
3298,1,0,-0.236235418,-1.120578168,-0.493815326
3299,1,1,-0.219596157,1.056112399,-0.493815326
3300,1,1,-0.227250217,0.693330638,-0.493815326
3301,1,0,-0.236235418,-1.120578168,-0.493815326
3302,1,1,0.096549785,-0.757796407,-0.493815326
3303,1,1,0.174421523,-0.757796407,0.934376058
3304,1,1,0.13648401,1.056112399,0.934376058
3306,1,0,-0.236235418,-1.120578168,-0.493815326
3307,1,0,-0.236235418,-1.120578168,-0.493815326
3308.1,1,1,-0.073170668,1.056112399,0.934376058
3308.2,1,0,-0.236235418,-1.120578168,-0.493815326
3309,1,1,-0.216268305,-1.120578168,-0.493815326
3310,1,1,0.402712172,0.693330638,-0.493815326
3311,1,1,0.163106826,-0.757796407,-0.493815326
3313,1,0,-0.236235418,-1.120578168,-0.493815326
3314,1,1,0.785415155,1.056112399,0.934376058
3316,1,1,-0.216268305,1.056112399,-0.493815326
3317,1,1,0.096549785,-0.757796407,-0.493815326
3318,1,0,-0.236235418,-1.120578168,-0.493815326
3319,1,1,-0.22292401,1.056112399,-0.493815326
3321,1,1,-0.07649852,1.056112399,0.934376058
3322.1,1,0,-0.236235418,-1.120578168,-0.493815326
3322.2,1,0,-0.236235418,-1.120578168,-0.493815326
3324,1,1,0.762120191,-0.757796407,-0.493815326
3325,0,0,-0.236235418,-1.120578168,-0.493815326
3326,1,1,-0.156366969,-0.757796407,-0.493815326
3327,0,0,-0.236235418,-1.120578168,-0.493815326
3328,1,1,-0.136399857,1.056112399,-0.493815326
3329,1,0,-0.236235418,-1.120578168,-0.493815326
3330,0,0,-0.236235418,-1.120578168,-0.493815326
3331,1,1,0.429334988,-0.757796407,-0.493815326
3332,0,0,-0.236235418,-1.120578168,-0.493815326
3333,1,1,0.096549785,-0.757796407,-0.493815326
3334,0,0,-0.236235418,-1.120578168,-0.493815326
3335,0,0,-0.236235418,-1.120578168,-0.493815326
3337,0,0,-0.236235418,-1.120578168,-0.493815326
3338,1,1,3.757187017,-0.757796407,-0.493815326
3339,0,0,-0.236235418,-1.120578168,-0.493815326
3340,0,0,-0.236235418,-1.120578168,-0.493815326
3341,1,1,0.126367339,1.056112399,0.934376058
3342.1,1,1,-0.21734653,1.056112399,-0.493815326
3342.2,0,0,-0.236235418,-1.120578168,-0.493815326
3343,1,1,-0.188979919,1.056112399,-0.493815326
3344,1,0,-0.236235418,-1.120578168,-0.493815326
3345,1,1,-0.205459442,1.056112399,-0.493815326
3346,1,1,-0.168746578,1.056112399,0.934376058
3347,1,1,0.165436322,0.693330638,0.934376058
3348,1,1,0.302876611,1.056112399,0.934376058
3349.1,1,1,-0.160892848,1.056112399,-0.493815326
3349.2,1,1,0.565910035,0.693330638,0.934376058
3350,1,1,-0.216268305,0.693330638,-0.493815326
3351,1,1,0.429334988,0.693330638,-0.493815326
3352,1,0,-0.236235418,-1.120578168,-0.493815326
3353,1,0,-0.236235418,-1.120578168,-0.493815326
3354,1,1,1.194740955,-0.757796407,2.362567443
3355,1,1,0.262942387,-0.757796407,-0.493815326
3356,1,1,-0.156366969,-0.757796407,-0.493815326
3357,1,0,-0.236235418,-1.120578168,-0.493815326
3358,1,1,-0.181232679,1.056112399,-0.493815326
3359,1,0,-0.236235418,-1.120578168,-0.493815326
3360,1,0,-0.236235418,-1.120578168,-0.493815326
3361,0,0,-0.236235418,-1.120578168,-0.493815326
3362,0,0,-0.236235418,-1.120578168,-0.493815326
