a01,Savings in the past year,Current Savings,Total Savings,Saving Frequency,Savings diversification
1260,1,1,1.427690597,-0.757796407,-0.493815326
1261,0,0,-0.236235418,-1.120578168,-0.493815326
1262,0,0,-0.236235418,-1.120578168,-0.493815326
1263,1,1,-0.143055561,1.056112399,0.934376058
1264,1,1,-0.202956897,1.056112399,-0.493815326
1265,1,1,-0.209612601,1.056112399,-0.493815326
1266,1,1,-0.174803269,0.693330638,-0.493815326
1267,1,1,-0.049875704,1.056112399,2.362567443
1268,0,0,-0.236235418,-1.120578168,-0.493815326
1269,1,1,-0.22292401,1.056112399,-0.493815326
1270,1,1,0.562449069,1.056112399,0.934376058
1271,1,1,-0.103121336,0.693330638,-0.493815326
1272,0,0,-0.236235418,-1.120578168,-0.493815326
1273,1,1,0.362777948,-0.757796407,-0.493815326
1274.11,1,1,0.429334988,-0.757796407,-0.493815326
1274.12,0,0,-0.236235418,-1.120578168,-0.493815326
1274.2,0,0,-0.236235418,-1.120578168,-0.493815326
1275,1,1,-0.232241995,1.056112399,-0.493815326
1276.1,1,1,-0.232907566,1.056112399,-0.493815326
1276.2,1,1,-0.22292401,1.056112399,-0.493815326
1277,0,0,-0.236235418,-1.120578168,-0.493815326
1278,1,1,0.342810835,-0.757796407,0.934376058
1279,1,1,-0.22425515,1.056112399,0.934376058
1280,1,1,0.20304105,1.056112399,3.790758827
1281,0,0,-0.236235418,-1.120578168,-0.493815326
1282,1,1,1.342497585,1.056112399,3.790758827
1283,1,1,-0.22292401,1.056112399,-0.493815326
1284,1,1,0.523845986,1.056112399,2.362567443
1285,1,1,-0.199629045,1.056112399,2.362567443
1286,1,1,0.778093881,1.056112399,0.934376058
1287,0,0,-0.236235418,-1.120578168,-0.493815326
1288,0,0,-0.236235418,-1.120578168,-0.493815326
1289,0,0,-0.236235418,-1.120578168,-0.493815326
1290,1,1,0.895234272,-0.757796407,-0.493815326
1291,0,0,-0.236235418,-1.120578168,-0.493815326
1292,0,0,-0.236235418,-1.120578168,-0.493815326
1293,1,1,-0.189645489,1.056112399,-0.493815326
1295,1,1,2.644353298,0.693330638,3.790758827
1296,0,0,-0.236235418,-1.120578168,-0.493815326
1297,0,0,-0.236235418,-1.120578168,-0.493815326
1298.1,0,0,-0.236235418,-1.120578168,-0.493815326
1298.2,1,1,1.427690597,0.693330638,-0.493815326
1299,0,0,-0.236235418,-1.120578168,-0.493815326
1300.1,1,1,0.429334988,-0.757796407,-0.493815326
1300.2,1,1,1.188085251,1.056112399,2.362567443
1301.1,1,1,-0.193971697,1.056112399,2.362567443
1301.2,1,1,-0.232907566,1.056112399,-0.493815326
1302,1,1,-0.19097663,1.056112399,3.790758827
1303.1,1,1,0.296220907,1.056112399,2.362567443
1303.2,1,1,-0.209612601,0.693330638,-0.493815326
1304,1,1,1.82703284,-0.757796407,0.934376058
1305.1,1,1,0.061940124,0.693330638,2.362567443
1305.2,1,1,0.429334988,-0.757796407,-0.493815326
1306,1,1,0.016681337,0.693330638,0.934376058
1307.1,0,0,-0.236235418,-1.120578168,-0.493815326
1307.2,1,1,-0.136399857,1.056112399,0.934376058
1307.3,1,1,0.201709909,1.056112399,0.934376058
1308,1,1,-0.209612601,1.056112399,-0.493815326
1309.11,1,1,-0.182989785,0.693330638,-0.493815326
1309.12,1,1,-0.196301193,1.056112399,-0.493815326
1309.2,1,1,0.328168286,1.056112399,3.790758827
1310,1,1,-0.212274883,1.056112399,-0.493815326
1311,1,1,0.89190642,1.056112399,5.218950212
1312,1,1,-0.144386702,1.056112399,0.934376058
1313,1,1,0.948666264,1.056112399,2.362567443
1314,1,1,0.096549785,1.056112399,2.362567443
1315,1,1,-0.103121336,1.056112399,-0.493815326
1316,1,1,-0.109777041,1.056112399,0.934376058
1317,1,1,-0.196301193,1.056112399,0.934376058
1318,1,1,-0.156366969,1.056112399,-0.493815326
1319,1,1,-0.172440494,1.056112399,0.934376058
1320,1,1,-0.228248573,1.056112399,-0.493815326
1321,1,1,-0.214604379,1.056112399,-0.493815326
1322,1,1,-0.204288038,1.056112399,0.934376058
1323,1,1,-0.196301193,1.056112399,-0.493815326
1324,1,1,-0.230578069,1.056112399,-0.493815326
1325,1,1,0.442646396,1.056112399,0.934376058
1326,0,0,-0.236235418,-1.120578168,-0.493815326
1327,1,1,0.286237351,1.056112399,5.218950212
1328,1,1,-0.179661933,1.056112399,0.934376058
1329,1,1,0.722185967,0.693330638,0.934376058
1330,1,1,-0.209612601,1.056112399,-0.493815326
1331.1,1,1,-0.230245284,1.056112399,0.934376058
1331.2,1,0,-0.236235418,-1.120578168,-0.493815326
1332.1,0,0,-0.236235418,-1.120578168,-0.493815326
1332.2,0,0,-0.236235418,-1.120578168,-0.493815326
1333,1,1,-0.069842816,1.056112399,2.362567443
1334,1,1,-0.156366969,0.693330638,-0.493815326
1335,0,0,-0.236235418,-1.120578168,-0.493815326
1336,1,1,2.8236979,1.056112399,3.790758827
1337,1,1,-0.216268305,1.056112399,-0.493815326
1338,1,1,-0.196301193,1.056112399,-0.493815326
1339,1,1,-0.202956897,1.056112399,-0.493815326
1340.1,1,1,-0.202956897,0.693330638,-0.493815326
1340.2,0,0,-0.236235418,-1.120578168,-0.493815326
1341,1,1,-0.233905921,1.056112399,-0.493815326
1342,1,1,-0.099127914,1.056112399,2.362567443
1343,1,1,-0.186317637,-0.757796407,-0.493815326
1344,1,1,0.762120191,-0.757796407,-0.493815326
1345,1,0,-0.236235418,-1.120578168,-0.493815326
1346,1,1,-0.138396568,1.056112399,0.934376058
1347,1,1,-0.201625757,0.693330638,0.934376058
1348.1,1,1,-0.005948057,1.056112399,0.934376058
1348.2,1,1,-0.056531408,0.693330638,0.934376058
1349,1,1,-0.202956897,1.056112399,-0.493815326
1350,1,1,0.096549785,-0.757796407,-0.493815326
1351,1,1,-0.116432745,1.056112399,0.934376058
1352,1,1,-0.219596157,1.056112399,-0.493815326
1353,1,1,-0.068511675,0.693330638,0.934376058
1354,1,1,-0.169678377,-0.757796407,-0.493815326
1355,0,0,-0.236235418,-1.120578168,-0.493815326
1356,1,1,-0.218265017,1.056112399,-0.493815326
1357,1,1,3.757187017,-0.757796407,-0.493815326
1358,1,1,2.093261002,-0.757796407,0.934376058
1359,1,1,0.276253795,1.056112399,2.362567443
1360.1,1,1,-0.216268305,0.693330638,-0.493815326
1360.2,1,1,-0.228248573,1.056112399,-0.493815326
1361,1,1,0.003369928,0.693330638,-0.493815326
1362,1,1,0.297585326,1.056112399,2.362567443
1363,1,1,1.307887924,1.056112399,2.362567443
1364,1,1,-0.22292401,-0.757796407,-0.493815326
1365,1,1,-0.198963475,1.056112399,0.934376058
1366,0,0,-0.236235418,-1.120578168,-0.493815326
1367.1,1,1,3.091616611,0.693330638,-0.493815326
1367.2,0,0,-0.236235418,-1.120578168,-0.493815326
1368,0,0,-0.236235418,-1.120578168,-0.493815326
1369,1,1,-0.230245284,0.693330638,-0.493815326
1370,1,1,-0.004483802,1.056112399,2.362567443
1371,1,1,0.348800969,0.693330638,0.934376058
1373,1,1,-0.110109826,1.056112399,0.934376058
1374,1,1,0.599055442,0.693330638,0.934376058
1375,0,0,-0.236235418,-1.120578168,-0.493815326
1376,1,1,-0.196966764,1.41889416,0.934376058
1377,0,0,-0.236235418,-1.120578168,-0.493815326
1378,1,1,-0.146383413,1.056112399,0.934376058
1379,0,0,-0.236235418,-1.120578168,-0.493815326
1380,1,1,-0.22292401,-0.757796407,-0.493815326
1382,0,0,-0.236235418,-1.120578168,-0.493815326
1383,1,1,-0.205286394,1.056112399,-0.493815326
1384,1,1,0.229930095,1.056112399,0.934376058
1385,1,1,0.173090382,1.056112399,0.934376058
1386,1,1,-0.212940453,0.693330638,-0.493815326
1387,1,1,1.560804678,0.693330638,0.934376058
1388,1,1,0.232991718,0.693330638,2.362567443
1389,1,1,3.126559057,1.056112399,0.934376058
1390,1,1,-0.193638912,1.056112399,0.934376058
1391,1,1,0.016681337,1.056112399,0.934376058
1392,1,1,0.62674317,1.056112399,2.362567443
1393.1,1,1,-0.19749922,1.056112399,0.934376058
1393.2,1,1,-0.156466805,1.056112399,2.362567443
1393.3,1,1,0.146467566,1.056112399,2.362567443
1394.1,1,1,-0.196301193,1.056112399,0.934376058
1394.2,1,1,0.010025632,1.056112399,0.934376058
1395,1,1,1.651322253,1.056112399,0.934376058
1396,1,1,-0.163022673,1.056112399,0.934376058
1397,1,1,0.429334988,-0.757796407,-0.493815326
1398,1,1,4.21E-05,-0.395014646,0.934376058
1399,0,0,-0.236235418,-1.120578168,-0.493815326
1400,1,1,0.225670444,1.056112399,2.362567443
1401,1,1,-0.229579714,1.056112399,-0.493815326
1402,1,1,-0.226251862,-0.757796407,-0.493815326
1403,1,0,-0.236235418,-1.120578168,-0.493815326
1404,1,1,-0.1084459,0.693330638,0.934376058
1405,1,1,2.436029761,0.693330638,2.362567443
1406,1,1,-0.202956897,0.693330638,-0.493815326
1407,1,1,-0.102289373,0.330548877,0.934376058
1408.1,1,0,-0.236235418,-1.120578168,-0.493815326
1408.2,0,0,-0.236235418,-1.120578168,-0.493815326
1410,1,1,0.592399737,1.056112399,0.934376058
1411.1,1,1,-0.202956897,-0.757796407,-0.493815326
1411.2,1,1,1.427690597,-0.757796407,-0.493815326
1413,1,1,-0.229579714,-0.757796407,-0.493815326
1414.1,1,1,-0.169678377,0.693330638,-0.493815326
1414.2,1,1,-0.229579714,-0.757796407,-0.493815326
1414.3,1,1,0.166434678,-0.757796407,0.934376058
1415,1,1,-0.220927298,1.056112399,-0.493815326
1416,1,1,-0.202956897,-0.757796407,-0.493815326
1417.1,1,1,-0.216268305,-0.757796407,-0.493815326
1417.2,1,1,-0.05985926,1.056112399,2.362567443
1418,0,0,-0.236235418,-1.120578168,-0.493815326
1419,1,1,0.029992745,-0.757796407,-0.493815326
1420,1,1,-0.209612601,-0.757796407,-0.493815326
1421,1,1,-0.222424832,1.056112399,-0.493815326
1422,1,0,-0.236235418,-1.120578168,-0.493815326
1423.1,0,0,-0.236235418,-1.120578168,-0.493815326
1423.2,1,1,-0.091380675,1.056112399,0.934376058
1424,1,1,-0.235004112,1.056112399,-0.493815326
1425,1,1,-0.225985633,1.056112399,-0.493815326
1426,1,1,-0.22425515,1.056112399,-0.493815326
1427.1,1,1,1.494247637,-0.757796407,-0.493815326
1427.2,1,1,-0.119760597,0.693330638,0.934376058
1428.1,1,1,0.486574043,1.056112399,0.934376058
1428.2,1,1,-0.07649852,1.056112399,-0.493815326
1429,1,1,-0.165019384,1.056112399,0.934376058
1430,1,1,-0.140393279,1.056112399,-0.493815326
1431,1,1,0.795398711,-0.757796407,-0.493815326
1432,1,1,0.029992745,-0.757796407,-0.493815326
1433,1,1,0.296220907,-0.757796407,-0.493815326
1434,1,1,-0.225919076,0.693330638,-0.493815326
1435,0,0,-0.236235418,-1.120578168,-0.493815326
1436,1,1,0.256952253,1.056112399,0.934376058
1437,1,1,-0.049875704,1.056112399,0.934376058
1438,1,0,-0.236235418,-1.120578168,-0.493815326
1439,1,1,-0.196301193,-0.757796407,-0.493815326
1440,1,1,-0.216268305,0.693330638,-0.493815326
1441,1,1,0.096549785,-0.757796407,-0.493815326
1442,0,0,-0.236235418,-1.120578168,-0.493815326
1443,0,0,-0.236235418,-1.120578168,-0.493815326
1444,1,1,-0.229579714,-0.757796407,-0.493815326
1445,0,0,-0.236235418,-1.120578168,-0.493815326
1446,0,0,-0.236235418,-1.120578168,-0.493815326
1447,1,1,6.419468639,-0.757796407,-0.493815326
1448,0,0,-0.236235418,-1.120578168,-0.493815326
1449,0,0,-0.236235418,-1.120578168,-0.493815326
1450.1,1,1,-0.173006229,1.056112399,-0.493815326
1450.2,0,0,-0.236235418,-1.120578168,-0.493815326
1451,1,1,-0.209612601,0.693330638,-0.493815326
1452,1,1,-0.206284749,0.693330638,-0.493815326
1453.1,0,0,-0.236235418,-1.120578168,-0.493815326
1453.2,0,0,-0.236235418,-1.120578168,-0.493815326
1454,1,1,0.048628716,-0.395014646,0.934376058
1455.1,0,0,-0.236235418,-1.120578168,-0.493815326
1455.2,1,1,-0.227915788,1.056112399,-0.493815326
1455.3,1,1,-0.209612601,-0.757796407,-0.493815326
1456,1,1,3.424401814,0.330548877,0.934376058
1457,0,0,-0.236235418,-1.120578168,-0.493815326
1458,0,0,-0.236235418,-1.120578168,-0.493815326
1459,1,1,-0.228048902,0.693330638,-0.493815326
1460,1,1,0.429334988,-0.757796407,-0.493815326
1462,0,0,-0.236235418,-1.120578168,-0.493815326
1463,1,1,-0.156366969,0.693330638,-0.493815326
1464,1,1,-0.063187112,-0.757796407,-0.493815326
1465,0,0,-0.236235418,-1.120578168,-0.493815326
1466,1,1,0.143139714,-0.757796407,-0.493815326
1467.1,1,1,-0.209612601,0.693330638,-0.493815326
1467.2,1,1,-0.146383413,1.056112399,0.934376058
1468,0,0,-0.236235418,-1.120578168,-0.493815326
1469,0,0,-0.236235418,-1.120578168,-0.493815326
1470,1,1,-0.182989785,0.693330638,0.934376058
1471,0,0,-0.236235418,-1.120578168,-0.493815326
1472,1,1,-0.206284749,0.693330638,-0.493815326
1473,1,1,0.096549785,-0.757796407,-0.493815326
1474,0,0,-0.236235418,-1.120578168,-0.493815326
1475,0,0,-0.236235418,-1.120578168,-0.493815326
1476,0,0,-0.236235418,-1.120578168,-0.493815326
1477,0,0,-0.236235418,-1.120578168,-0.493815326
1478,1,1,0.861955752,0.693330638,0.934376058
1479,0,0,-0.236235418,-1.120578168,-0.493815326
1480,0,0,-0.236235418,-1.120578168,-0.493815326
1481,1,1,-0.176334081,1.056112399,0.934376058
1482,0,0,-0.236235418,-1.120578168,-0.493815326
1483,0,0,-0.236235418,-1.120578168,-0.493815326
1485,0,0,-0.236235418,-1.120578168,-0.493815326
1486,1,1,0.396056468,1.056112399,0.934376058
1487,1,1,-0.173006229,1.056112399,2.362567443
1488,1,1,-0.129744153,1.056112399,0.934376058
1489,0,0,-0.236235418,-1.120578168,-0.493815326
1490,1,1,-0.116432745,0.693330638,-0.493815326
1491,1,1,-0.202956897,1.056112399,-0.493815326
1492,1,1,-0.176334081,1.056112399,0.934376058
1493,1,1,-0.083154224,-0.757796407,-0.493815326
1494,1,1,0.093887504,1.056112399,0.934376058
1495.1,0,0,-0.236235418,-1.120578168,-0.493815326
1495.2,0,0,-0.236235418,-1.120578168,-0.493815326
1495.3,0,0,-0.236235418,-1.120578168,-0.493815326
1496,0,0,-0.236235418,-1.120578168,-0.493815326
1497,1,1,-0.116432745,0.693330638,-0.493815326
1498,0,0,-0.236235418,-1.120578168,-0.493815326
1499,0,0,-0.236235418,-1.120578168,-0.493815326
1500,1,1,-0.149711265,1.056112399,-0.493815326
1502,0,0,-0.236235418,-1.120578168,-0.493815326
1505,1,1,-0.200960186,0.693330638,-0.493815326
1506,1,1,-0.069842816,-0.757796407,-0.493815326
1507,1,1,-0.176334081,-0.757796407,-0.493815326
1510,1,1,-0.22292401,1.056112399,-0.493815326
1511,1,1,-0.109777041,1.056112399,0.934376058
1514,0,0,-0.236235418,-1.120578168,-0.493815326
1515,1,0,-0.236235418,-1.120578168,-0.493815326
1516,0,0,-0.236235418,-1.120578168,-0.493815326
1519.1,1,0,-0.236235418,-1.120578168,-0.493815326
1519.2,1,0,-0.236235418,-1.120578168,-0.493815326
1520,0,0,-0.236235418,-1.120578168,-0.493815326
1521.1,1,1,-0.196301193,1.056112399,-0.493815326
1521.2,1,1,-0.036564296,0.693330638,-0.493815326
1522.1,0,0,-0.236235418,-1.120578168,-0.493815326
1522.2,1,1,1.228019475,-0.757796407,-0.493815326
1523,0,0,-0.236235418,-1.120578168,-0.493815326
1524,1,1,0.108530053,1.056112399,0.934376058
1525.1,0,0,-0.236235418,-1.120578168,-0.493815326
1525.2,0,0,-0.236235418,-1.120578168,-0.493815326
1526,1,1,-0.155867791,1.056112399,0.934376058
1527,0,0,-0.236235418,-1.120578168,-0.493815326
1528,1,1,0.176418234,1.056112399,0.934376058
1529,1,1,0.362777948,1.056112399,2.362567443
1530,1,1,-0.219596157,1.056112399,-0.493815326
1531,1,1,-0.22292401,1.056112399,-0.493815326
1532,1,1,-0.226251862,1.056112399,-0.493815326
1533,1,1,-0.220927298,1.056112399,-0.493815326
1534,1,1,-0.22292401,1.056112399,-0.493815326
1535,1,1,-0.156366969,0.693330638,-0.493815326
1536,1,1,-0.186317637,1.056112399,0.934376058
1537,0,0,-0.236235418,-1.120578168,-0.493815326
1538,1,1,-0.119760597,1.056112399,0.934376058
1540,1,1,0.495892029,-0.757796407,-0.493815326
1541,1,1,0.096549785,0.693330638,-0.493815326
1542,1,1,-0.193638912,1.056112399,0.934376058
1543,1,1,0.039976301,1.056112399,2.362567443
1546,0,0,-0.236235418,-1.120578168,-0.493815326
1547,1,1,0.814034683,1.056112399,2.362567443
1548,1,1,1.294576515,0.693330638,-0.493815326
1549.1,1,0,-0.236235418,-1.120578168,-0.493815326
1549.2,0,0,-0.236235418,-1.120578168,-0.493815326
1550,1,1,-0.233240351,1.056112399,-0.493815326
1551,1,1,0.296220907,0.693330638,-0.493815326
1552,1,1,-0.185618788,1.056112399,2.362567443
1553,1,1,0.216352458,1.056112399,3.790758827
1556,1,1,-0.221592869,0.693330638,-0.493815326
1557,0,0,-0.236235418,-1.120578168,-0.493815326
1558,1,1,-0.196301193,0.693330638,-0.493815326
1559,1,1,0.62900611,-0.757796407,0.934376058
1560,1,0,-0.236235418,-1.120578168,-0.493815326
1561,1,1,-0.221592869,1.056112399,-0.493815326
1563,1,1,0.828677231,1.056112399,3.790758827
1564,1,1,-0.186983208,1.056112399,0.934376058
1565,1,1,-0.189645489,1.056112399,-0.493815326
1566,1,1,0.429334988,-0.757796407,-0.493815326
1568,1,1,0.083238377,0.693330638,-0.493815326
1570,0,0,-0.236235418,-1.120578168,-0.493815326
1571,0,0,-0.236235418,-1.120578168,-0.493815326
1573,1,1,0.795398711,1.056112399,2.362567443
1574,0,0,-0.236235418,-1.120578168,-0.493815326
1575,1,1,-0.216268305,1.056112399,-0.493815326
1576,1,1,-0.22292401,0.693330638,-0.493815326
1577.1,0,0,-0.236235418,-1.120578168,-0.493815326
1577.2,1,1,-0.179395705,1.056112399,0.934376058
1578,1,1,-0.209612601,0.693330638,-0.493815326
1579,1,1,-0.188314348,1.056112399,-0.493815326
1580,1,1,-0.22358958,1.056112399,-0.493815326
1581,0,0,-0.236235418,-1.120578168,-0.493815326
1582,1,1,-0.021655519,1.056112399,0.934376058
1583,1,1,-0.234571492,0.693330638,-0.493815326
1584,1,1,0.209696754,1.056112399,2.362567443
1585,1,0,-0.236235418,-1.120578168,-0.493815326
1586.1,1,1,-0.209612601,-0.757796407,-0.493815326
1586.2,1,1,0.096549785,-0.757796407,-0.493815326
1587,0,0,-0.236235418,-1.120578168,-0.493815326
1588,0,0,-0.236235418,-1.120578168,-0.493815326
1589,1,0,-0.236235418,-1.120578168,-0.493815326
1590,1,1,0.083238377,-0.757796407,-0.493815326
1591,0,0,-0.236235418,-1.120578168,-0.493815326
1592,0,0,-0.236235418,-1.120578168,-0.493815326
1595,1,1,-0.226251862,1.056112399,-0.493815326
1596,1,1,-0.029908592,0.693330638,0.934376058
1597,0,0,-0.236235418,-1.120578168,-0.493815326
1598,0,0,-0.236235418,-1.120578168,-0.493815326
1599,0,0,-0.236235418,-1.120578168,-0.493815326
1600.1,1,1,-0.036564296,0.693330638,-0.493815326
1600.21,1,1,-0.216268305,0.693330638,-0.493815326
1600.22,1,1,-0.199629045,1.056112399,0.934376058
1601,1,1,1.094905394,-0.757796407,-0.493815326
1602,1,0,-0.236235418,-1.120578168,-0.493815326
1603,1,1,-0.212940453,1.056112399,-0.493815326
1604,1,1,-0.229579714,1.056112399,-0.493815326
1605,1,0,-0.236235418,-1.120578168,-0.493815326
1606,1,1,-0.232907566,1.056112399,-0.493815326
1607,1,0,-0.236235418,-1.120578168,-0.493815326
1608,0,0,-0.236235418,-1.120578168,-0.493815326
1609,1,0,-0.236235418,-1.120578168,-0.493815326
1610,0,0,-0.236235418,-1.120578168,-0.493815326
1611,1,1,-0.235902632,1.056112399,-0.493815326
1612,1,1,-0.235436733,1.056112399,-0.493815326
1613,0,0,-0.236235418,-1.120578168,-0.493815326
1614,1,0,-0.236235418,-1.120578168,-0.493815326
1615,1,0,-0.236235418,-1.120578168,-0.493815326
1616,1,0,-0.236235418,-1.120578168,-0.493815326
1617,1,0,-0.236235418,-1.120578168,-0.493815326
1618,1,1,-0.226251862,0.693330638,-0.493815326
1619,1,0,-0.236235418,-1.120578168,-0.493815326
1620,1,1,-0.1871496,1.056112399,0.934376058
1621,1,1,-0.189645489,1.056112399,-0.493815326
1622,1,1,0.437321833,1.056112399,0.934376058
1623,1,0,-0.236235418,-1.120578168,-0.493815326
1624,1,1,-0.225586291,0.693330638,-0.493815326
1625.1,1,1,-0.232907566,1.056112399,-0.493815326
1625.2,0,0,-0.236235418,-1.120578168,-0.493815326
1625.3,1,0,-0.236235418,-1.120578168,-0.493815326
1626,1,0,-0.236235418,-1.120578168,-0.493815326
1627,1,0,-0.236235418,-1.120578168,-0.493815326
1628,1,0,-0.236235418,-1.120578168,-0.493815326
1629,1,0,-0.236235418,-1.120578168,-0.493815326
1630,1,0,-0.236235418,-1.120578168,-0.493815326
1631,1,0,-0.236235418,-1.120578168,-0.493815326
1632,1,1,-0.233573136,1.056112399,-0.493815326
1633,1,1,-0.103121336,1.056112399,-0.493815326
1634,1,0,-0.236235418,-1.120578168,-0.493815326
1635,1,0,-0.236235418,-1.120578168,-0.493815326
1636,1,0,-0.236235418,-1.120578168,-0.493815326
1637,1,0,-0.236235418,-1.120578168,-0.493815326
1638.1,1,0,-0.236235418,-1.120578168,-0.493815326
1638.2,1,0,-0.236235418,-1.120578168,-0.493815326
1639,1,0,-0.236235418,-1.120578168,-0.493815326
1640.1,1,0,-0.236235418,-1.120578168,-0.493815326
1640.2,1,1,0.096549785,0.693330638,-0.493815326
1641,1,0,-0.236235418,-1.120578168,-0.493815326
1642,1,1,-0.229579714,1.056112399,-0.493815326
1643,1,1,0.676594394,1.056112399,0.934376058
1644.1,1,1,-0.218930587,1.056112399,0.934376058
1644.2,1,1,-0.124419589,1.056112399,0.934376058
1645,1,1,-0.224920721,1.056112399,-0.493815326
1646,1,1,-0.209612601,1.056112399,0.934376058
1648,0,0,-0.236235418,-1.120578168,-0.493815326
1649,0,0,-0.236235418,-1.120578168,-0.493815326
1650,0,0,-0.236235418,-1.120578168,-0.493815326
1651,1,1,0.174421523,0.693330638,0.934376058
1652,1,1,0.123172601,0.693330638,-0.493815326
1653,1,1,-0.222324996,1.056112399,-0.493815326
1654,1,0,-0.236235418,-1.120578168,-0.493815326
1655,1,0,-0.236235418,-1.120578168,-0.493815326
1656,1,0,-0.236235418,-1.120578168,-0.493815326
1657.1,1,0,-0.236235418,-1.120578168,-0.493815326
1657.2,1,0,-0.236235418,-1.120578168,-0.493815326
1658,1,0,-0.236235418,-1.120578168,-0.493815326
1659,1,0,-0.236235418,-1.120578168,-0.493815326
1660,1,0,-0.236235418,-1.120578168,-0.493815326
1661,1,1,-0.200294616,1.056112399,0.934376058
1662,0,0,-0.236235418,-1.120578168,-0.493815326
1663,1,0,-0.236235418,-1.120578168,-0.493815326
1664,1,0,-0.236235418,-1.120578168,-0.493815326
1665,1,1,-0.22292401,1.056112399,-0.493815326
1666,0,0,-0.236235418,-1.120578168,-0.493815326
1668.1,1,0,-0.236235418,-1.120578168,-0.493815326
1668.2,1,1,2.426046205,0.693330638,-0.493815326
1669,1,1,-0.226251862,1.056112399,-0.493815326
1670,0,0,-0.236235418,-1.120578168,-0.493815326
1671,1,1,-0.22292401,1.056112399,-0.493815326
1672,1,1,-0.23190921,1.056112399,-0.493815326
1673,1,0,-0.236235418,-1.120578168,-0.493815326
1674,1,1,-0.226251862,1.056112399,-0.493815326
1675,0,0,-0.236235418,-1.120578168,-0.493815326
1676,1,0,-0.236235418,-1.120578168,-0.493815326
1677,1,0,-0.236235418,-1.120578168,-0.493815326
1678,1,1,-0.213606024,1.056112399,-0.493815326
1679.2,1,0,-0.236235418,-1.120578168,-0.493815326
1680,1,1,-0.232907566,1.056112399,-0.493815326
1681,0,0,-0.236235418,-1.120578168,-0.493815326
1682,1,1,-0.232241995,0.693330638,-0.493815326
1683,1,1,-0.23257478,1.056112399,-0.493815326
1684,1,1,-0.217599446,0.693330638,-0.493815326
1685,1,1,-0.202956897,-0.757796407,-0.493815326
1686,1,1,3.104928019,0.693330638,0.934376058
1687,1,1,0.362777948,0.693330638,0.934376058
1688,1,1,0.196385346,1.056112399,2.362567443
1689,1,1,-0.169678377,0.693330638,-0.493815326
1691,0,0,-0.236235418,-1.120578168,-0.493815326
1693,1,1,-0.189645489,0.693330638,-0.493815326
1694,1,1,-0.230910854,0.693330638,-0.493815326
1695,1,1,0.62900611,-0.757796407,2.362567443
1696,1,1,-0.136399857,-0.757796407,-0.493815326
1697,1,1,-0.220261728,0.693330638,-0.493815326
1698,1,1,0.139811862,1.056112399,0.934376058
1699,1,1,0.529170549,0.693330638,5.218950212
1700,1,1,-0.155035828,1.056112399,2.362567443
1701,0,0,-0.236235418,-1.120578168,-0.493815326
1702,1,1,0.16976253,1.056112399,5.218950212
1703,1,1,0.063271265,1.056112399,-0.493815326
1704,1,1,0.535826253,1.056112399,2.362567443
1705,1,1,2.492603246,0.693330638,5.218950212
1706,1,1,0.886954576,1.056112399,3.790758827
1707,1,1,-0.204288038,0.693330638,-0.493815326
1708.1,1,1,-0.049875704,0.693330638,0.934376058
1708.2,1,1,0.173090382,1.056112399,0.934376058
1709,1,1,-0.166350525,1.056112399,0.934376058
1710,1,1,3.763842721,1.056112399,0.934376058
1711,1,1,-0.236102304,1.056112399,-0.493815326
1712,0,0,-0.236235418,-1.120578168,-0.493815326
1713,1,1,-0.212274883,1.056112399,-0.493815326
1714,1,1,1.254642291,1.056112399,8.075332981
1715,1,1,-0.023252888,0.693330638,-0.493815326
1716,0,0,-0.236235418,-1.120578168,-0.493815326
1717,0,0,-0.236235418,-1.120578168,-0.493815326
1718,1,1,0.003369928,0.693330638,-0.493815326
1719,1,1,-0.227915788,1.056112399,-0.493815326
1720,0,0,-0.236235418,-1.120578168,-0.493815326
1721,1,1,-0.17500294,1.056112399,0.934376058
1722,1,1,-0.036564296,0.693330638,-0.493815326
1723,1,1,1.594083198,1.056112399,5.218950212
1724.1,1,1,-0.234904277,1.056112399,-0.493815326
1724.2,1,1,-0.227915788,1.056112399,0.934376058
1724.3,1,1,-0.216268305,1.056112399,0.934376058
1725,1,1,0.961791313,-0.757796407,-0.493815326
1726,1,1,0.788410222,1.056112399,2.362567443
1727,1,1,-0.194304482,1.056112399,0.934376058
1728,1,0,-0.236235418,-1.120578168,-0.493815326
1729.1,1,1,-0.180327504,1.056112399,0.934376058
1729.2,1,1,-0.22292401,1.056112399,-0.493815326
1730,1,1,-0.189645489,1.056112399,0.934376058
1731,1,0,-0.236235418,-1.120578168,-0.493815326
1732,1,1,-0.200161502,1.056112399,-0.493815326
1733,1,1,0.562449069,0.693330638,-0.493815326
1735,1,1,-0.189645489,0.693330638,-0.493815326
1736,1,1,0.029992745,-0.757796407,-0.493815326
1737,1,1,1.719210434,0.693330638,2.362567443
1738,1,1,1.584099642,1.056112399,0.934376058
1739.1,1,1,-0.202956897,1.056112399,-0.493815326
1739.2,0,0,-0.236235418,-1.120578168,-0.493815326
1740,0,0,-0.236235418,-1.120578168,-0.493815326
1741,1,1,0.349466539,1.056112399,0.934376058
1742,1,1,-0.189645489,1.056112399,-0.493815326
1743.1,1,1,-0.182989785,1.056112399,-0.493815326
1743.2,1,1,-0.146383413,0.693330638,0.934376058
