,a01,Savings in past year,Current Savings,Total Savings,Saving Frequency,Savings diversification
5501,4012.0,1,1,2000.0,5.0,1
5502,4013.0,1,1,1200.0,5.0,1
5503,4014.0,1,1,1800.0,6.0,1
5504,4015.0,1,1,8400.0,5.0,1
5506,4016.0,1,1,42800.0,6.0,2
5507,4017.1,1,1,3800.0,5.0,1
5508,4017.2,1,0,0.0,0.0,1
5509,4018.0,1,0,0.0,0.0,1
5511,4019.0,1,1,31500.0,5.0,2
5512,4020.0,1,1,27000.0,5.0,2
5514,4021.0,1,1,10000.0,5.0,1
5515,4022.0,1,1,280.0,6.0,1
5517,4024.0,1,1,85000.0,7.0,2
5518,4025.1,1,1,14000.0,6.0,2
5520,4025.2,1,1,103000.0,5.0,2
5522,4026.0,1,0,0.0,0.0,1
5523,4027.0,1,1,5000.0,6.0,1
5524,4028.0,0,0,0.0,0.0,1
5525,4029.0,1,1,1450.0,6.0,1
5527,4030.0,1,1,74000.0,6.0,3
5529,4031.0,1,0,0.0,0.0,1
5530,4032.0,0,0,0.0,0.0,1
5531,4033.0,1,0,0.0,0.0,1
5532,4034.0,1,0,0.0,0.0,1
5533,4035.0,1,1,600.0,6.0,1
5534,4036.0,1,0,0.0,0.0,1
5535,4037.1,1,1,6500.0,6.0,3
5538,4037.2,1,1,147000.0,1.0,2
5540,4038.0,1,1,15000.0,6.0,1
5541,4039.0,1,1,3500.0,6.0,1
5542,4040.0,1,1,22700.0,6.0,3
5545,4041.0,1,1,33500.0,6.0,4
5549,4042.0,1,1,2550.0,6.0,3
5552,4043.1,1,1,4000.0,1.0,1
5553,4043.2,1,1,62500.0,6.0,4
5557,4044.0,1,1,2325.0,6.0,1
5558,4045.0,1,0,0.0,0.0,1
5559,4046.1,1,1,77000.0,6.0,2
5561,4046.2,1,1,21500.0,6.0,2
5563,4047.0,1,1,29500.0,6.0,2
5565,4048.0,1,1,400.0,6.0,1
5567,4049.0,1,1,1850.0,6.0,2
5568,4050.0,1,1,1600.0,6.0,1
5569,4051.0,1,1,4600.0,6.0,2
5571,4052.1,1,0,0.0,0.0,1
5572,4052.2,1,0,0.0,0.0,1
5573,4052.3,1,1,2000.0,6.0,1
5574,4053.0,1,1,88350.0,6.0,5
5579,4054.0,1,0,0.0,0.0,1
5580,4055.0,1,1,1200.0,6.0,1
5581,4056.0,1,1,2688.0,6.0,1
5582,4057.0,1,1,15000.0,6.0,1
5583,4058.0,1,1,7000.0,6.0,2
5586,4059.0,1,1,6450.0,6.0,2
5587,4060.1,1,1,300.0,6.0,1
5588,4060.2,1,1,250500.0,5.0,2
5590,4061.0,1,1,100000.0,1.0,1
5591,4063.0,1,1,6250.0,6.0,1
5592,4064.0,0,0,0.0,0.0,1
5593,4065.0,1,1,2000.0,1.0,1
5594,4066.0,0,0,0.0,0.0,1
5596,4067.0,1,1,4070.0,6.0,2
5597,4068.0,1,1,5888.0,6.0,2
5599,4069.0,1,1,95000.0,5.0,1
5600,4071.0,1,1,28000.0,6.0,2
5602,4072.0,1,0,0.0,0.0,1
5603,4073.0,1,1,860.0,6.0,1
5604,4074.0,0,0,0.0,0.0,1
5605,4076.0,0,0,0.0,0.0,1
5606,4077.0,1,1,5000.0,6.0,1
5607,4078.0,1,1,18000.0,5.0,1
5608,4079.0,1,1,4600.0,6.0,1
5609,4081.0,0,0,0.0,0.0,1
5610,4082.0,0,0,0.0,0.0,1
5611,4083.0,1,1,6000.0,5.0,1
5612,4084.0,0,0,0.0,0.0,1
5613,4085.0,0,0,0.0,0.0,1
5614,4086.0,1,1,12000.0,2.0,2
5616,4087.0,1,1,6500.0,6.0,1
5617,4088.0,1,1,180000.0,2.0,1
5618,4089.0,0,0,0.0,0.0,1
5619,4090.0,0,0,0.0,0.0,1
5620,4091.0,0,0,0.0,0.0,1
5621,4092.0,1,0,0.0,0.0,1
5622,4093.0,1,1,34250.0,6.0,2
5624,4094.0,0,0,0.0,0.0,1
5625,4095.0,0,0,0.0,0.0,1
5626,4096.0,1,1,7000.0,6.0,1
5627,4097.0,1,1,10200.0,6.0,2
5629,4098.0,1,1,1845.0,6.0,1
5630,4099.0,1,1,5000.0,5.0,1
5631,4100.0,0,0,0.0,0.0,1
5632,4101.0,1,1,13205.0,5.0,1
5633,4103.0,1,1,2000.0,5.0,1
5634,4105.0,1,1,575.0,6.0,1
5635,4106.0,1,1,10000.0,1.0,1
5636,4107.0,1,1,37639.0,6.0,3
5639,4109.0,1,1,17263.0,6.0,2
5642,4110.0,1,1,21600.0,6.0,3
5644,4111.0,0,0,0.0,0.0,1
5645,4112.0,1,1,23243.0,6.0,1
5646,4113.0,1,1,5000.0,6.0,1
5647,4114.0,1,1,20070.0,5.0,2
5649,4115.0,1,1,60000.0,5.0,1
5650,4116.1,1,0,0.0,0.0,1
5651,4116.2,0,0,0.0,0.0,1
5654,4117.0,1,1,13000.0,6.0,3
5655,4118.0,1,1,13000.0,6.0,2
5657,4120.0,1,1,46000.0,6.0,3
5660,4121.0,1,1,1500.0,6.0,1
5661,4122.0,1,1,2300.0,6.0,1
5662,4123.0,0,0,0.0,0.0,1
5663,4124.0,1,1,5000.0,5.0,1
5664,4125.1,1,1,4610.0,6.0,1
5665,4125.2,0,0,0.0,0.0,1
5666,4126.1,0,0,0.0,0.0,1
5667,4126.2,1,0,0.0,0.0,1
5668,4127.0,0,0,0.0,0.0,1
5669,4128.0,1,1,6000.0,5.0,1
5670,4129.0,1,1,5000.0,5.0,1
5671,4130.0,0,0,0.0,0.0,1
5672,4131.0,1,1,6000.0,6.0,1
5673,4132.0,1,1,50000.0,2.0,1
5674,4133.0,1,0,0.0,0.0,1
5675,4135.0,0,0,0.0,0.0,1
5676,4136.0,1,1,90000.0,6.0,2
5678,4137.0,1,1,11000.0,5.0,1
5679,4138.0,1,1,550.0,6.0,1
5680,4139.0,1,1,50000.0,1.0,1
5681,4141.0,0,0,0.0,0.0,1
5682,4142.0,0,0,0.0,0.0,1
5683,4143.0,1,1,12558.0,6.0,2
5685,4145.0,0,0,0.0,0.0,1
5686,4146.0,0,0,0.0,0.0,1
5687,4147.0,0,0,0.0,0.0,1
5689,4148.0,1,1,11720.0,6.0,2
5690,4149.0,1,1,1500.0,5.0,1
5691,4150.0,1,1,2800.0,6.0,1
5692,4151.0,1,1,6100.0,5.0,1
5693,4152.0,1,1,10755.0,6.0,3
5696,4153.0,1,1,72000.0,6.0,2
5698,4154.0,0,0,0.0,0.0,1
5699,4155.0,1,1,50000.0,1.0,1
5700,4156.0,0,0,0.0,0.0,1
5701,4157.0,0,0,0.0,0.0,1
5702,4158.0,1,1,7000.0,6.0,1
5703,4159.0,0,0,0.0,0.0,1
5704,4160.0,0,0,0.0,0.0,1
5705,4161.0,1,0,0.0,0.0,1
5706,4162.1,1,1,5000.0,6.0,1
5707,4163.0,1,1,11.0,6.0,1
5708,4164.1,0,0,0.0,0.0,1
5709,4164.2,1,1,6000.0,6.0,1
5710,4165.0,1,1,12000.0,6.0,2
5712,4166.0,1,1,2000.0,6.0,1
5713,4167.0,1,1,3170.0,6.0,1
5714,4168.0,1,1,50000.0,1.0,1
5715,4169.0,1,1,127120.0,6.0,3
5718,4170.0,1,1,2000.0,5.0,1
5719,4171.0,1,1,24500.0,6.0,3
5722,4172.0,1,0,0.0,0.0,1
5723,4173.0,1,1,59803.0,6.0,3
5726,4174.0,1,1,150000.0,1.0,1
5727,4175.0,0,0,0.0,0.0,1
5728,4176.0,1,1,4000.0,6.0,1
5729,4177.0,0,0,0.0,0.0,1
5730,4178.1,1,1,3000.0,6.0,1
5731,4178.2,1,1,200.0,6.0,1
5732,4179.0,1,1,3500.0,6.0,1
5733,4180.0,1,1,1280.0,6.0,1
5735,4181.0,1,1,18000.0,6.0,2
5738,4182.0,1,1,70500.0,7.0,3
5740,4183.0,1,1,67700.0,6.0,2
5741,4184.0,1,1,18000.0,5.0,2
5744,4185.1,1,1,115000.0,5.0,2
5745,4185.2,1,1,120000.0,1.0,1
5746,4185.3,1,1,1500.0,6.0,1
5748,4186.0,1,1,53214.0,6.0,2
5749,4187.0,1,1,1350.0,6.0,1
5750,4188.0,1,0,0.0,0.0,1
5751,4189.0,0,0,0.0,0.0,1
5752,4190.0,1,0,0.0,0.0,1
5753,4191.0,1,1,11800.0,6.0,2
5755,4192.0,1,1,3500.0,6.0,1
5756,4193.0,1,1,12800.0,5.0,1
5757,4194.0,1,1,100000.0,1.0,2
5759,4195.0,1,1,200000.0,1.0,1
5760,4196.11,1,1,24725.0,6.0,1
5761,4196.12,1,1,34800.0,6.0,1
5762,4196.2,1,1,21200.0,6.0,2
5764,4197.0,1,1,4200.0,6.0,1
5765,4198.0,1,1,9250.0,5.0,2
5767,4199.0,1,1,4000.0,6.0,1
5768,4200.0,1,1,200000.0,5.0,2
5770,4201.1,0,0,0.0,0.0,1
5771,4201.2,1,1,70000.0,1.0,1
5772,4202.0,1,1,15000.0,6.0,1
5773,4203.0,0,0,0.0,0.0,1
5774,4204.0,1,1,209.0,6.0,1
5775,4205.0,1,0,0.0,0.0,1
5776,4206.0,1,1,115000.0,6.0,2
5778,4207.1,1,0,0.0,0.0,1
5779,4207.2,1,1,40000.0,1.0,1
5780,4208.0,1,1,11000.0,6.0,2
5782,4209.0,0,0,0.0,0.0,1
5783,4210.0,1,1,10646.0,6.0,3
5786,4211.0,1,1,7000.0,6.0,1
5787,4212.0,0,0,0.0,0.0,1
5788,4213.0,1,1,1500.0,6.0,1
5789,4214.0,1,1,109600.0,5.0,3
5792,4215.0,1,1,7000.0,6.0,1
5793,4216.0,1,1,4000.0,6.0,1
5794,4217.0,1,1,3000.0,6.0,1
5795,4218.0,0,0,0.0,0.0,1
5796,4219.0,1,0,0.0,0.0,1
5797,4220.0,0,0,0.0,0.0,1
5798,4221.0,0,0,0.0,0.0,1
5799,4222.0,0,0,0.0,0.0,1
5800,4223.0,1,1,2000.0,6.0,1
5801,4224.0,1,1,8000.0,6.0,1
5802,4225.1,1,1,35700.0,6.0,1
5804,4226.0,1,1,20000.0,6.0,2
5805,4227.0,1,1,1500.0,5.0,1
5806,4228.0,0,0,0.0,0.0,1
5807,4229.0,1,1,36869.0,6.0,4
5811,4230.0,1,1,1380.0,6.0,1
5812,4231.0,1,1,10000.0,1.0,1
5813,4232.1,1,0,0.0,0.0,1
5814,4232.2,1,1,125100.0,6.0,2
5816,4233.0,1,1,40000.0,1.0,1
5817,4234.0,1,1,92795.0,6.0,2
5819,4235.0,0,0,0.0,0.0,1
5821,4236.0,1,1,39600.0,5.0,2
5822,4237.0,1,1,1368.0,6.0,1
5823,4238.0,0,0,0.0,0.0,1
5824,4239.0,1,0,0.0,0.0,1
5825,4240.0,1,1,4119.0,6.0,1
5826,4241.0,0,0,0.0,0.0,1
5827,4242.0,1,1,1500.0,6.0,1
5828,4243.0,0,0,0.0,0.0,1
5829,4245.0,1,1,1000.0,6.0,1
5831,4246.0,1,1,60500.0,6.0,3
5833,4247.0,0,0,0.0,0.0,1
5834,4248.0,1,1,500.0,6.0,1
5835,4249.0,1,1,12000.0,6.0,1
5836,4250.0,0,0,0.0,0.0,1
5837,4251.0,1,1,1600.0,6.0,1
5838,4252.0,1,1,180000.0,1.0,2
5840,4253.0,1,1,141100.0,6.0,3
5843,4254.0,1,1,46000.0,6.0,3
5846,4255.0,1,1,4000.0,6.0,1
5847,4256.1,1,1,2200.0,6.0,1
5848,4256.2,0,0,0.0,0.0,1
5849,4257.0,1,1,94000.0,5.0,2
5851,4258.0,1,1,4500.0,6.0,3
5854,4259.0,1,1,157000.0,6.0,2
5856,4260.0,0,0,0.0,0.0,1
5857,4261.0,0,0,0.0,0.0,1
5858,4262.0,1,1,600.0,5.0,1
5859,4263.1,0,0,0.0,0.0,1
5860,4263.2,1,1,1950.0,6.0,1
5861,4264.0,0,0,0.0,0.0,1
5862,4265.0,1,0,0.0,0.0,1
5863,4266.0,1,1,16500.0,6.0,3
5866,4267.1,0,0,0.0,0.0,1
5867,4267.2,1,1,16000.0,6.0,1
5868,4268.0,1,1,14735.0,6.0,3
5871,4269.0,1,1,4000.0,5.0,1
5872,4270.0,0,0,0.0,0.0,1
5873,4271.0,0,0,0.0,0.0,1
5874,4272.0,1,1,600.0,6.0,1
5875,4274.0,0,0,0.0,0.0,1
5876,4275.0,1,1,2000.0,6.0,1
5877,4276.0,0,0,0.0,0.0,1
5878,4277.0,0,0,0.0,0.0,1
5879,4278.0,1,0,0.0,0.0,1
5880,4279.0,1,1,20000.0,1.0,1
5881,4281.0,1,1,3080.0,5.0,1
5882,4282.0,1,1,10000.0,6.0,1
5883,4283.0,1,1,78000.0,6.0,3
5886,4284.0,1,0,0.0,0.0,1
5887,4285.0,0,0,0.0,0.0,1
5888,4286.0,1,1,1100.0,6.0,1
5889,4287.0,1,1,3550.0,6.0,2
5891,4288.0,1,1,11000.0,6.0,3
5894,4289.1,1,0,0.0,0.0,1
5895,4289.2,1,1,2600.0,6.0,1
5896,4290.0,1,1,30000.0,1.0,1
5897,4291.0,1,1,70000.0,1.0,1
5898,4292.0,1,1,4800.0,5.0,2
5900,4293.0,1,1,10000.0,6.0,1
5901,4294.0,0,0,0.0,0.0,1
5902,4295.0,1,1,2000.0,6.0,1
5903,4296.0,1,1,2500.0,6.0,1
5904,4297.1,1,0,0.0,0.0,1
5905,4297.2,1,0,0.0,0.0,1
5906,4298.0,1,1,78000.0,6.0,3
5909,4299.0,1,0,0.0,0.0,1
5910,4300.0,1,0,0.0,0.0,1
5911,4301.0,1,1,14400.0,5.0,2
5913,4302.0,1,1,30000.0,5.0,2
5915,4303.0,1,1,8000.0,6.0,1
5916,4304.0,1,1,2100.0,6.0,1
5917,4305.0,0,0,0.0,0.0,1
5919,4306.0,1,1,6000.0,6.0,3
5921,4307.0,0,0,0.0,0.0,1
5922,4308.0,1,0,0.0,0.0,1
5923,4309.0,1,1,216000.0,5.0,3
5926,4310.0,0,0,0.0,0.0,1
5927,4311.0,1,1,15100.0,5.0,2
5929,4312.0,1,1,41000.0,5.0,2
5931,4313.0,1,1,3000.0,6.0,1
5932,4314.0,1,1,6100.0,6.0,2
5934,4315.0,1,1,11600.0,5.0,2
5936,4316.0,0,0,0.0,0.0,1
5937,4318.0,1,1,15900.0,6.0,5
5942,4319.1,1,1,44000.0,5.0,2
5944,4319.2,1,1,6400.0,1.0,2
5946,4320.0,1,1,19000.0,5.0,1
5947,4321.0,0,0,0.0,0.0,1
5948,4322.0,1,1,11000.0,5.0,1
5949,4323.0,1,1,500.0,5.0,1
5950,4324.0,1,1,2500.0,6.0,1
5951,4325.0,0,0,0.0,0.0,1
5952,4326.0,1,1,700000.0,1.0,1
5953,4327.0,1,1,20000.0,5.0,1
5954,4328.0,1,1,6200.0,6.0,1
5955,4329.0,1,1,90000.0,6.0,2
5957,4330.0,1,1,90000.0,1.0,1
5958,4331.0,1,1,300000.0,1.0,1
5959,4332.0,1,0,0.0,0.0,1
5960,4333.0,1,1,500.0,6.0,1
5961,4334.0,1,1,4000.0,6.0,1
5962,4335.0,1,1,3000.0,6.0,1
5963,4336.0,0,0,0.0,0.0,1
5964,4337.0,1,0,0.0,0.0,1
5965,4338.0,1,1,12000.0,6.0,1
5966,4339.0,1,1,12000.0,5.0,1
5967,4340.0,1,1,10390.0,6.0,2
5969,4341.0,1,1,10000.0,5.0,1
5970,4342.0,1,1,600.0,5.0,1
5971,4343.0,1,1,1200.0,5.0,1
5972,4344.0,1,1,400.0,6.0,1
5973,4345.0,1,1,10000.0,1.0,1
5974,4346.0,1,1,17000.0,6.0,2
5976,4347.0,1,0,0.0,0.0,1
5977,4349.0,0,0,0.0,0.0,1
5978,4350.0,1,1,10000.0,6.0,2
5981,4351.0,1,1,100500.0,6.0,2
5982,4352.0,1,1,8000.0,6.0,3
5985,4353.0,1,1,61500.0,6.0,6
5991,4354.0,1,1,3000.0,6.0,1
5992,4355.0,1,1,7740.0,6.0,3
5995,4356.0,0,0,0.0,0.0,1
5996,4357.0,1,1,300000.0,5.0,2
5998,4358.0,0,0,0.0,0.0,1
5999,4359.0,1,1,5000.0,6.0,2
6001,4360.0,1,1,4000.0,5.0,1
6002,4361.0,0,0,0.0,0.0,1
6003,4362.0,0,0,0.0,0.0,1
6005,4363.0,1,1,36000.0,6.0,2
6006,4364.0,1,1,36160.0,6.0,2
6008,4366.0,1,1,2550.0,6.0,1
6009,4368.0,1,1,14000.0,5.0,2
6011,4369.0,1,1,12000.0,6.0,1
6012,4370.0,0,0,0.0,0.0,1
6013,4371.0,1,1,50000.0,1.0,1
6014,4372.0,1,1,14816.0,6.0,3
6017,4373.0,0,0,0.0,0.0,1
6018,4374.0,1,1,6046.0,6.0,1
6019,4375.0,0,0,0.0,0.0,1
6020,4376.0,0,0,0.0,0.0,1
6021,4377.1,0,0,0.0,0.0,1
6022,4377.2,1,1,42700.0,5.0,2
6024,4378.0,1,1,3850.0,6.0,2
6026,4379.0,1,1,200.0,6.0,1
6027,4380.0,0,0,0.0,0.0,1
6028,4381.0,1,1,37200.0,6.0,6
6034,4382.0,0,0,0.0,0.0,1
6035,4383.0,1,1,4000.0,6.0,1
6036,4384.0,0,0,0.0,0.0,1
6037,4385.0,0,0,0.0,0.0,1
6038,4386.0,0,0,0.0,0.0,1
6039,4387.0,1,1,6000.0,6.0,1
6040,4388.0,1,0,0.0,0.0,1
6041,4389.0,1,1,16000.0,6.0,2
6043,4390.0,1,0,0.0,0.0,1
6044,4391.0,1,1,54369.0,6.0,2
6046,4392.0,1,1,5000.0,6.0,1
6047,4393.0,1,0,0.0,0.0,1
6048,4394.1,1,1,2500.0,6.0,1
6049,4394.2,1,1,5000.0,6.0,1
6050,4395.0,0,0,0.0,0.0,1
6051,4396.0,1,1,3200.0,5.0,1
6052,4397.0,1,1,32000.0,6.0,2
6054,4398.0,1,1,11000.0,6.0,1
6055,4399.0,0,0,0.0,0.0,1
6056,4400.0,1,0,0.0,0.0,1
6057,4401.0,1,1,3000.0,6.0,1
6058,4402.0,1,1,107380.0,5.0,3
6061,4403.0,1,1,3650.0,6.0,1
6062,4404.0,1,1,543.0,6.0,1
6065,4405.0,1,1,22235.0,6.0,4
6067,4406.0,1,1,2500.0,6.0,1
6068,4407.1,0,0,0.0,0.0,1
6069,4407.2,1,1,3760.0,6.0,1
6070,4408.0,0,0,0.0,0.0,1
6071,4409.0,1,1,4000.0,6.0,1
6072,4410.0,1,1,4000.0,6.0,1
6073,4411.0,1,1,1500.0,6.0,1
6074,4412.0,1,1,500.0,6.0,1
6075,4414.0,1,1,4965.0,6.0,1
6076,4415.0,1,1,3000.0,6.0,1
6077,4416.0,1,1,2079.0,6.0,1
6078,4417.0,1,1,5200.0,6.0,2
6080,4418.0,1,1,2600.0,6.0,1
6081,4419.0,1,1,600.0,6.0,1
6082,4420.0,1,1,2000.0,6.0,1
6083,4421.1,1,1,2000.0,6.0,1
6084,4421.2,1,1,50.0,6.0,1
6085,4422.0,1,1,7000.0,6.0,2
6087,4423.0,0,0,0.0,0.0,1
6088,4424.0,1,1,11714.0,6.0,2
6090,4425.0,1,0,0.0,0.0,1
6091,4426.0,1,1,4000.0,6.0,1
6093,4427.0,1,1,14000.0,6.0,2
6094,4428.0,1,1,1000.0,6.0,1
6095,4429.0,0,0,0.0,0.0,1
6096,4430.0,1,1,3620.0,7.0,2
6098,4431.0,0,0,0.0,0.0,1
6099,4432.0,1,1,15200.0,6.0,2
6101,4433.0,1,0,0.0,0.0,1
6102,4434.0,0,0,0.0,0.0,1
6103,4435.0,1,1,300000.0,1.0,1
6104,4436.0,1,1,17000.0,6.0,2
6106,4437.0,0,0,0.0,0.0,1
6107,4439.0,1,1,133000.0,5.0,2
6109,4441.0,1,1,27000.0,6.0,3
6113,4443.0,1,1,90000.0,5.0,3
6115,4444.0,1,1,12817.0,6.0,1
6117,4445.0,1,1,1500.0,6.0,2
6118,4446.0,1,1,6441.0,5.0,1
6119,4447.1,1,0,0.0,0.0,1
6121,4447.2,1,1,9000.0,6.0,2
6122,4448.0,1,1,4000.0,6.0,2
6124,4449.0,1,0,0.0,0.0,1
6125,4451.0,1,1,1545.0,6.0,1
6126,4452.0,1,1,2500.0,6.0,1
6127,4455.0,1,1,4800.0,6.0,1
6128,4456.0,1,1,1000.0,5.0,1
6130,4457.0,1,1,2564.0,6.0,2
6131,4458.0,1,1,1000.0,5.0,1
6132,4459.0,1,1,1800.0,5.0,1
6133,4460.0,1,1,37000.0,5.0,2
6135,4461.0,1,1,150600.0,5.0,2
6137,4462.0,0,0,0.0,0.0,1
6138,4463.0,1,1,400.0,6.0,1
6139,4464.0,1,1,103500.0,6.0,3
6142,4465.0,0,0,0.0,0.0,1
6143,4466.0,1,1,70000.0,1.0,1
6144,4468.0,0,0,0.0,0.0,1
6145,4469.0,1,1,1600.0,6.0,1
6146,4470.0,1,1,45200.0,5.0,2
6148,4471.0,1,1,1380.0,6.0,1
6149,4472.1,1,0,0.0,0.0,1
6150,4472.2,1,0,0.0,0.0,1
6151,4473.0,1,1,317000.0,5.0,2
6153,4474.0,1,1,700.0,5.0,1
6154,4475.0,1,1,5641.0,6.0,1
6155,4476.0,1,1,9247.0,5.0,2
6160,4477.0,1,1,90000.0,6.0,5
6162,4478.0,1,0,0.0,0.0,1
6163,4479.1,1,1,72000.0,5.0,2
6165,4479.2,1,1,2247.0,5.0,1
6166,4480.0,1,0,0.0,0.0,1
6167,4481.0,1,0,0.0,0.0,1
6168,4483.0,1,1,800.0,6.0,1
6169,4484.0,1,0,0.0,0.0,1
6170,4485.0,1,0,0.0,0.0,1
6171,4486.0,1,0,0.0,0.0,1
6172,4487.0,1,0,0.0,0.0,1
6173,4488.0,1,1,7000.0,6.0,1
6174,4489.0,1,0,0.0,0.0,1
6175,4490.0,1,0,0.0,0.0,1
6176,4492.0,1,0,0.0,0.0,1
6177,4493.1,1,1,1200.0,6.0,1
6178,4493.2,1,0,0.0,0.0,1
6179,4494.0,1,0,0.0,0.0,1
6180,4495.1,1,1,5000.0,6.0,1
6181,4495.2,1,0,0.0,0.0,1
6182,4497.1,1,0,0.0,0.0,1
6183,4497.2,1,1,120000.0,1.0,1
6184,4498.0,1,1,4000.0,6.0,2
6186,4499.0,1,0,0.0,0.0,1
6187,4500.0,1,0,0.0,0.0,1
6188,4501.0,1,1,150000.0,1.0,1
6189,4502.0,1,1,800.0,6.0,1
6190,4503.0,1,0,0.0,0.0,1
6191,4504.0,1,1,140850.0,6.0,3
6194,4505.0,1,1,1800.0,6.0,1
6195,4506.0,1,1,45000.0,1.0,1
6196,4507.0,1,1,6100.0,6.0,2
6198,4508.0,1,1,151500.0,6.0,2
6200,4509.1,1,0,0.0,0.0,1
6201,4509.21,1,1,80000.0,1.0,1
6202,4509.22,1,1,70000.0,1.0,1
6203,4510.0,1,0,0.0,0.0,1
6204,4511.1,1,1,1200000.0,1.0,1
6205,4511.2,1,1,73600.0,5.0,2
6207,4512.0,1,1,20000.0,1.0,1
6208,4513.0,1,1,26000.0,1.0,1
6209,4514.1,1,1,13500.0,6.0,2
6211,4514.2,1,0,0.0,0.0,1
6212,4515.1,1,1,780.0,6.0,1
6213,4515.2,1,0,0.0,0.0,1
6214,4516.0,1,0,0.0,0.0,1
6215,4518.0,1,1,2000.0,5.0,1
6216,4519.0,1,1,80000.0,5.0,2
6218,4520.0,1,1,63800.0,6.0,2
6220,4521.0,1,1,3800.0,6.0,1
6221,4522.0,1,1,500.0,6.0,1
6222,4523.0,1,1,300000.0,1.0,1
6223,4524.0,1,1,2605.0,6.0,1
6224,4525.0,1,1,3400.0,6.0,1
6225,4526.0,1,1,260000.0,6.0,2
6227,4527.0,1,1,84400.0,5.0,3
6230,4529.0,1,0,0.0,0.0,1
6231,4530.0,1,1,156000.0,6.0,2
6233,4531.0,1,1,18000.0,5.0,1
6234,4532.0,0,0,0.0,0.0,1
6235,4533.0,1,1,16000.0,6.0,2
6237,4534.0,1,1,500.0,6.0,1
6238,4535.0,1,1,4000.0,6.0,1
6239,4536.0,1,1,1160.0,6.0,1
6240,4537.0,0,0,0.0,0.0,1
6241,4538.0,1,1,6000.0,6.0,1
6242,4539.0,1,1,650000.0,1.0,4
6246,4540.0,1,1,3000.0,6.0,1
6247,4541.0,1,1,580.0,6.0,1
6248,4542.0,1,1,70000.0,1.0,1
6249,4543.0,1,1,1500.0,6.0,1
6250,4544.0,1,1,73500.0,6.0,2
6252,4545.0,1,1,159000.0,6.0,2
6255,4546.1,1,1,50700.0,6.0,3
6257,4546.2,0,0,0.0,0.0,1
6258,4547.0,1,1,13000.0,1.0,1
6260,4548.0,1,1,8200.0,6.0,2
6261,4549.0,1,1,128600.0,6.0,2
6263,4550.0,1,1,55000.0,1.0,1
6264,4551.0,1,1,47000.0,6.0,3
6267,4552.0,0,0,0.0,0.0,1
6268,4553.0,1,0,0.0,0.0,1
6269,4555.0,1,1,7000.0,6.0,2
6271,4556.0,1,1,60000.0,5.0,1
6272,4557.0,1,0,0.0,0.0,1
6273,4558.0,1,1,1500.0,6.0,1
6274,4559.0,1,1,2800.0,6.0,1
6275,4560.0,1,1,167000.0,5.0,3
6278,4561.0,1,1,282000.0,5.0,2
6280,4562.0,1,1,2000.0,6.0,1
6281,4563.1,0,0,0.0,0.0,1
6282,4563.2,1,1,2200.0,6.0,1
6283,4564.0,1,1,462400.0,5.0,5
6288,4565.0,0,0,0.0,0.0,1
6289,4566.0,1,0,0.0,0.0,1
6290,4567.0,1,0,0.0,0.0,1
6291,4568.0,1,1,161000.0,6.0,4
6295,4569.0,1,1,190000.0,1.0,1
6296,4570.0,1,1,50000.0,5.0,1
6297,4571.0,1,1,51400.0,6.0,2
6299,4572.1,1,1,51850.0,6.0,2
6301,4572.2,1,0,0.0,0.0,1
6302,4572.3,1,0,0.0,0.0,1
6303,4573.0,1,1,15430.0,6.0,2
6305,4574.0,1,1,150.0,6.0,1
6306,4575.0,1,1,36000.0,1.0,1
6307,4576.0,1,1,22500.0,5.0,1
6308,4577.0,1,0,0.0,0.0,1
6309,4578.0,1,1,155000.0,6.0,2
6311,4579.0,1,1,30000.0,5.0,1
6312,4580.0,1,1,20000.0,6.0,2
6314,4581.0,1,1,140000.0,1.0,1
6315,4582.0,1,1,152500.0,6.0,2
6317,4583.0,1,1,190000.0,1.0,1
6318,4584.0,0,0,0.0,0.0,1
6319,4585.0,1,1,202500.0,6.0,2
6321,4586.0,0,0,0.0,0.0,1
6322,4587.0,1,1,100000.0,1.0,1
6323,4588.0,1,1,13000.0,1.0,1
6324,4589.0,1,1,150000.0,1.0,1
6325,4590.0,1,1,400.0,6.0,1
6326,4591.0,1,1,86600.0,6.0,2
6328,4592.0,1,0,0.0,0.0,1
6329,4593.0,1,1,100000.0,5.0,1
6330,4594.0,1,1,130000.0,1.0,1
6331,4595.1,0,0,0.0,0.0,1
6332,4595.2,0,0,0.0,0.0,1
6333,4596.0,1,1,113500.0,6.0,2
6335,4597.0,1,0,0.0,0.0,1
6336,4598.0,1,0,0.0,0.0,1
6338,4599.0,1,1,3800.0,6.0,2
6339,4600.0,1,1,100000.0,1.0,1
6340,4601.1,0,0,0.0,0.0,1
6341,4601.2,1,0,0.0,0.0,1
6342,4602.0,1,1,2200.0,5.0,1
6343,4603.0,1,1,3600.0,5.0,1
6344,4604.0,1,1,3875.0,6.0,1
6345,4606.0,1,1,8900.0,5.0,2
6347,4608.0,1,1,8000.0,5.0,1
6348,4609.1,1,1,4000.0,1.0,1
6349,4609.2,1,1,4000.0,6.0,1
6350,4610.0,1,1,400.0,5.0,1
6351,4611.0,1,0,0.0,0.0,1
6352,4612.0,1,1,108000.0,5.0,2
6354,4613.0,1,1,2450.0,5.0,1
6355,4615.0,1,1,250.0,6.0,1
