,a01,Savings in past year,Current Savings,Total Savings,Saving Frequency,Savings diversification
3914,2798.0,0,0,0.0,0.0,1
3915,2799.0,0,0,0.0,0.0,1
3916,2800.0,0,0,0.0,0.0,1
3917,2801.0,1,1,1220.0,6.0,1
3918,2802.0,0,0,0.0,0.0,1
3919,2803.0,1,1,4000.0,6.0,1
3920,2804.0,1,1,1050.0,6.0,1
3921,2805.0,1,1,10231.0,6.0,1
3922,2806.0,1,1,1050000.0,1.0,2
3924,2808.0,1,1,130000.0,1.0,1
3925,2809.0,0,0,0.0,0.0,1
3926,2810.0,1,1,150000.0,1.0,1
3927,2811.0,1,1,18350.0,6.0,2
3929,2812.0,0,0,0.0,0.0,1
3930,2813.0,0,0,0.0,0.0,1
3931,2814.0,0,0,0.0,0.0,1
3932,2815.0,0,0,0.0,0.0,1
3933,2816.0,1,1,35220.0,6.0,2
3935,2817.0,1,1,5050.0,6.0,1
3936,2818.0,1,1,12546.0,6.0,3
3939,2819.0,0,0,0.0,0.0,1
3940,2820.0,1,1,9058.0,6.0,2
3942,2821.0,1,1,101000.0,1.0,2
3944,2822.0,1,1,30000.0,1.0,1
3945,2823.0,1,1,3300.0,6.0,2
3947,2824.0,1,1,46000.0,5.0,2
3949,2825.0,1,0,0.0,0.0,1
3950,2826.0,1,1,6060.0,6.0,1
3951,2827.0,1,1,30000.0,1.0,1
3952,2828.0,1,1,6000000.0,1.0,1
3953,2829.0,1,1,8000.0,2.0,1
3954,2831.0,1,0,0.0,0.0,1
3957,2832.0,1,1,15400.0,6.0,3
3958,2833.0,1,1,45375.0,6.0,2
3960,2834.0,0,0,0.0,0.0,1
3961,2835.0,1,1,2000.0,6.0,1
3962,2836.0,1,1,55000.0,5.0,2
3964,2837.0,1,1,10000.0,1.0,1
3965,2838.0,1,0,0.0,0.0,1
3966,2839.1,1,0,0.0,0.0,1
3967,2839.2,1,1,101200.0,1.0,2
3969,2840.0,1,1,30000.0,1.0,1
3970,2841.0,1,1,55600.0,5.0,3
3973,2842.0,1,1,2500.0,6.0,1
3974,2844.0,1,1,400000.0,1.0,1
3975,2845.0,1,1,2000.0,6.0,2
3977,2846.0,0,0,0.0,0.0,1
3978,2847.0,1,1,35000.0,6.0,2
3980,2848.0,1,1,1200.0,5.0,1
3981,2849.0,1,0,0.0,0.0,1
3982,2850.0,1,1,25000.0,1.0,1
3983,2851.0,1,1,4000.0,6.0,1
3984,2852.0,1,1,18000.0,6.0,2
3986,2853.0,1,1,18500.0,5.0,1
3987,2854.0,0,0,0.0,0.0,1
3988,2855.0,1,1,3000.0,6.0,1
3989,2856.0,1,0,0.0,0.0,1
3990,2857.0,1,1,4100.0,6.0,2
3992,2858.0,1,0,0.0,0.0,1
3993,2859.1,1,1,550.0,6.0,1
3994,2859.2,1,1,1700.0,6.0,2
3996,2860.0,1,1,110400.0,6.0,2
3998,2862.0,0,0,0.0,0.0,1
3999,2863.0,1,1,52000.0,6.0,2
4001,2864.0,0,0,0.0,0.0,1
4002,2865.0,0,0,0.0,0.0,1
4003,2866.0,0,0,0.0,0.0,1
4004,2867.0,1,1,14500.0,5.0,2
4006,2868.1,1,1,18000.0,6.0,2
4008,2868.2,1,1,3186.0,6.0,1
4009,2869.0,1,1,18200.0,5.0,4
4013,2870.0,0,0,0.0,0.0,1
4014,2871.0,1,1,100000.0,1.0,1
4015,2872.0,1,1,25000.0,6.0,1
4016,2873.0,1,1,6760.0,6.0,1
4017,2874.0,1,1,90000.0,1.0,1
4019,2875.0,1,1,68500.0,6.0,4
4022,2876.0,0,0,0.0,0.0,1
4023,2877.0,1,1,3328.0,6.0,1
4024,2878.1,1,1,20000.0,2.0,1
4025,2878.2,0,0,0.0,0.0,1
4026,2879.0,0,0,0.0,0.0,1
4027,2880.0,1,0,0.0,0.0,1
4028,2881.1,1,1,2600.0,6.0,1
4029,2881.2,0,0,0.0,0.0,1
4030,2882.0,1,1,1350.0,6.0,1
4031,2883.0,1,1,4000.0,6.0,2
4033,2885.1,1,1,11000.0,6.0,1
4034,2885.2,1,1,9500.0,6.0,2
4036,2886.0,1,1,4500.0,6.0,3
4039,2887.0,1,1,20000.0,5.0,1
4040,2888.0,1,1,65000.0,2.0,2
4042,2889.0,0,0,0.0,0.0,1
4043,2890.0,1,1,5000.0,5.0,1
4044,2893.0,1,1,33000.0,6.0,3
4047,2894.0,1,1,1200.0,5.0,1
4048,2895.0,1,1,175.0,6.0,1
4049,2896.0,1,1,32000.0,2.0,1
4050,2897.0,0,0,0.0,0.0,1
4051,2898.0,1,1,113488.0,6.0,2
4053,2899.0,0,0,0.0,0.0,1
4054,2900.0,1,1,1500.0,6.0,1
4055,2901.0,1,0,0.0,0.0,1
4056,2902.0,1,0,0.0,0.0,1
4057,2903.0,1,0,0.0,0.0,1
4058,2904.0,1,1,15000.0,6.0,1
4059,2905.0,1,1,5425.0,5.0,2
4061,2907.0,1,1,6000.0,5.0,1
4062,2908.0,1,1,600.0,5.0,1
4063,2909.0,1,1,27053.0,6.0,2
4065,2910.0,1,1,3500.0,6.0,1
4066,2911.0,1,0,0.0,0.0,1
4067,2912.0,1,1,11000.0,6.0,1
4068,2913.0,1,1,3000.0,5.0,1
4069,2914.0,1,1,7500.0,6.0,1
4071,2915.0,1,1,216400.0,5.0,2
4072,2916.0,1,1,24092.0,5.0,2
4074,2917.0,1,1,6500.0,6.0,2
4076,2918.1,1,0,0.0,0.0,1
4077,2918.2,1,0,0.0,0.0,1
4078,2919.0,1,1,10000.0,1.0,1
4079,2920.0,1,1,3000.0,6.0,1
4080,2922.0,1,1,7700.0,6.0,2
4082,2923.0,1,0,0.0,0.0,1
4083,2924.0,1,0,0.0,0.0,1
4084,2925.0,1,1,6700.0,6.0,1
4085,2926.0,1,1,9500.0,6.0,1
4086,2927.0,1,1,37700.0,6.0,2
4088,2928.0,1,0,0.0,0.0,1
4089,2929.0,1,1,8000.0,5.0,1
4090,2930.0,1,0,0.0,0.0,1
4091,2931.0,1,0,0.0,0.0,1
4093,2932.0,1,1,26000.0,6.0,2
4094,2933.0,1,1,2400.0,5.0,1
4095,2934.0,1,1,20000.0,1.0,1
4096,2935.0,1,0,0.0,0.0,1
4097,2936.0,1,1,11000.0,5.0,1
4098,2938.0,1,1,2000.0,5.0,1
4099,2939.0,1,1,100000.0,5.0,1
4100,2940.0,1,0,0.0,0.0,1
4101,2941.0,1,0,0.0,0.0,1
4102,2942.0,1,1,22000.0,5.0,1
4103,2943.0,1,0,0.0,0.0,1
4104,2944.0,1,1,4000.0,5.0,1
4105,2945.0,1,0,0.0,0.0,1
4107,2946.0,1,1,114500.0,5.0,2
4108,2947.0,1,0,0.0,0.0,1
4109,2948.0,1,1,200000.0,1.0,1
4110,2949.1,1,1,15000.0,6.0,1
4111,2949.2,1,1,500.0,6.0,1
4113,2950.0,1,1,34000.0,5.0,2
4114,2951.1,1,1,1800.0,5.0,1
4116,2951.2,1,1,165000.0,5.0,2
4117,2952.0,1,1,10500.0,6.0,2
4119,2953.1,1,0,0.0,0.0,1
4120,2953.2,1,1,21500.0,7.0,2
4122,2954.0,1,1,45000.0,2.0,1
4123,2955.0,1,1,90000.0,2.0,1
4124,2956.0,0,0,0.0,0.0,1
4125,2957.0,1,1,80000.0,2.0,1
4127,2958.0,1,1,41125.0,6.0,2
4128,2959.0,1,1,3200.0,6.0,2
4130,2960.0,1,1,500.0,6.0,1
4131,2961.1,0,0,0.0,0.0,1
4132,2961.2,1,1,33000.0,6.0,2
4134,2962.0,0,0,0.0,0.0,1
4135,2963.0,1,0,0.0,0.0,1
4136,2964.0,1,1,2000.0,6.0,1
4137,2965.0,1,1,3103.0,6.0,2
4139,2966.0,0,0,0.0,0.0,1
4140,2967.0,1,1,200000.0,1.0,1
4141,2968.0,1,1,2500.0,6.0,1
4142,2969.0,0,0,0.0,0.0,1
4143,2970.0,1,1,45000.0,5.0,1
4144,2971.0,1,1,33628.0,6.0,2
4146,2972.0,1,0,0.0,0.0,1
4147,2973.0,1,1,8778.0,6.0,1
4148,2974.0,1,1,37500.0,5.0,2
4150,2975.0,0,0,0.0,0.0,1
4151,2976.0,1,1,6000.0,6.0,1
4152,2977.0,0,0,0.0,0.0,1
4153,2978.0,0,0,0.0,0.0,1
4154,2979.0,0,0,0.0,0.0,1
4155,2980.0,0,0,0.0,0.0,1
4156,2981.0,1,1,10508.0,6.0,2
4158,2982.0,1,1,14768.0,6.0,2
4160,2983.11,1,1,101114.0,7.0,4
4164,2983.12,1,1,18030.0,5.0,2
4166,2983.2,1,1,61080.0,6.0,2
4168,2984.1,1,1,8275.0,6.0,2
4170,2984.2,1,1,5911.0,6.0,1
4172,2985.0,1,1,19601.0,6.0,2
4173,2986.0,1,1,1000.0,6.0,1
4174,2987.0,1,1,34972.0,6.0,2
4176,2988.0,1,1,3000.0,6.0,1
4177,2989.0,0,0,0.0,0.0,1
4178,2990.0,1,1,5344.0,6.0,1
4179,2991.0,1,1,72700.0,6.0,4
4183,2992.1,1,1,5137.0,6.0,2
4185,2992.2,0,0,0.0,0.0,1
4186,2993.0,1,1,3200.0,6.0,1
4187,2994.0,1,1,5000.0,6.0,1
4188,2995.0,1,1,82000.0,6.0,2
4190,2996.0,1,1,3000.0,6.0,1
4191,2997.0,1,1,2000.0,6.0,1
4192,2998.0,1,0,0.0,0.0,1
4193,2999.0,1,1,2500.0,6.0,1
4195,3001.0,1,1,6620.0,6.0,2
4196,3002.1,1,1,2000.0,6.0,1
4197,3002.2,1,1,5000.0,5.0,1
4199,3003.0,1,1,5580.0,6.0,2
4200,3004.0,0,0,0.0,0.0,1
4201,3005.0,1,1,2000.0,6.0,1
4202,3006.0,1,1,2000.0,6.0,1
4203,3007.1,1,1,2000.0,6.0,1
4204,3007.2,0,0,0.0,0.0,1
4205,3008.0,1,1,2500.0,6.0,1
4206,3009.0,1,0,0.0,0.0,1
4207,3010.0,0,0,0.0,0.0,1
4208,3011.0,1,1,4000.0,6.0,1
4209,3012.0,0,0,0.0,0.0,1
4210,3013.0,0,0,0.0,0.0,1
4211,3014.1,1,1,3365.0,6.0,1
4212,3014.2,1,1,3081.0,6.0,1
4213,3015.0,1,1,6000.0,5.0,1
4214,3016.0,1,1,5332.0,6.0,2
4216,3017.0,1,0,0.0,0.0,1
4217,3018.0,1,1,50000.0,1.0,1
4218,3019.0,1,0,0.0,0.0,1
4219,3020.0,1,0,0.0,0.0,1
4220,3021.0,1,0,0.0,0.0,1
4221,3022.0,1,1,14491.0,6.0,1
4222,3023.0,1,1,2500.0,6.0,1
4223,3024.0,1,1,30000.0,1.0,1
4224,3025.0,0,0,0.0,0.0,1
4225,3026.1,1,1,2000.0,6.0,1
4226,3026.2,0,0,0.0,0.0,1
4227,3027.0,1,1,4000.0,1.0,1
4228,3028.1,1,0,0.0,0.0,1
4229,3028.2,1,1,15000.0,1.0,1
4230,3028.3,0,0,0.0,0.0,1
4231,3029.1,1,1,1800.0,6.0,1
4232,3029.2,1,1,1820.0,6.0,1
4233,3030.0,1,1,50000.0,1.0,1
4234,3031.0,1,1,6163.0,6.0,1
4235,3032.0,1,1,3750.0,6.0,2
4237,3033.0,1,0,0.0,0.0,1
4238,3034.0,1,1,5000.0,6.0,1
4240,3035.1,1,1,8063.0,6.0,2
4241,3035.2,1,1,6405.0,6.0,1
4242,3036.0,1,1,600.0,6.0,1
4243,3037.0,1,1,700.0,6.0,1
4244,3038.0,1,1,12500.0,2.0,1
4245,3039.0,1,1,6000.0,6.0,2
4247,3040.0,1,1,3400.0,5.0,2
4249,3041.0,1,1,12000.0,1.0,1
4250,3042.0,1,0,0.0,0.0,1
4251,3043.0,1,1,16800.0,6.0,1
4252,3044.0,1,1,3988.0,5.0,2
4254,3045.0,1,1,9040.0,6.0,1
4255,3046.0,0,0,0.0,0.0,1
4256,3047.0,1,0,0.0,0.0,1
4257,3048.0,1,1,7880.0,6.0,2
4259,3049.0,1,1,1400.0,5.0,1
4260,3050.0,1,1,700.0,5.0,1
4261,3051.0,1,1,5000.0,6.0,1
4262,3052.0,1,0,0.0,0.0,1
4263,3053.0,0,0,0.0,0.0,1
4264,3054.0,0,0,0.0,0.0,1
4265,3055.0,1,0,0.0,0.0,1
4266,3056.0,1,1,10000.0,1.0,1
4267,3057.0,1,1,10000.0,6.0,1
4268,3058.0,1,0,0.0,0.0,1
4269,3059.0,1,1,1500.0,5.0,1
4270,3060.0,0,0,0.0,0.0,1
4271,3062.1,1,0,0.0,0.0,1
4272,3062.2,0,0,0.0,0.0,1
4273,3063.0,1,0,0.0,0.0,1
4274,3065.0,1,1,1500.0,6.0,1
4275,3066.0,1,1,1300.0,1.0,1
4276,3067.0,0,0,0.0,0.0,1
4277,3068.0,1,0,0.0,0.0,1
4278,3069.0,1,1,1250.0,6.0,1
4279,3070.0,1,1,200000.0,1.0,1
4280,3071.1,0,0,0.0,0.0,1
4281,3071.2,1,1,40000.0,1.0,1
4282,3072.0,0,0,0.0,0.0,1
4283,3073.0,1,0,0.0,0.0,1
4284,3074.0,1,0,0.0,0.0,1
4285,3075.0,0,0,0.0,0.0,1
4286,3076.0,0,0,0.0,0.0,1
4287,3077.0,1,1,40000.0,1.0,1
4288,3078.1,0,0,0.0,0.0,1
4289,3078.2,1,1,5000.0,6.0,1
4290,3079.0,1,1,30000.0,1.0,1
4291,3080.0,1,1,20000.0,5.0,1
4292,3081.0,1,1,1600.0,5.0,1
4293,3082.1,1,1,4000.0,6.0,1
4295,3082.2,1,1,8300.0,6.0,2
4296,3083.0,1,1,550.0,6.0,1
4297,3084.0,1,0,0.0,0.0,1
4298,3085.0,1,1,45000.0,6.0,2
4300,3086.0,1,0,0.0,0.0,1
4301,3087.0,1,1,8000.0,6.0,1
4302,3088.0,1,1,4000.0,6.0,1
4303,3089.0,1,1,17000.0,6.0,2
4305,3090.0,1,1,3200.0,6.0,1
4306,3091.0,1,1,22555.0,6.0,2
4308,3092.0,0,0,0.0,0.0,1
4309,3093.0,1,1,1800.0,6.0,1
4310,3094.0,1,1,450.0,6.0,1
4311,3096.0,1,1,33300.0,6.0,2
4313,3097.0,1,1,2500.0,6.0,1
4314,3098.0,1,1,200.0,6.0,1
4315,3099.0,1,1,11833.0,6.0,1
4316,3100.0,0,0,0.0,0.0,1
4317,3101.0,1,1,4200.0,6.0,1
4318,3102.0,1,1,300.0,6.0,1
4319,3103.0,1,1,40000.0,1.0,1
4320,3104.0,1,1,7592.0,5.0,1
4321,3105.1,0,0,0.0,0.0,1
4322,3105.2,0,0,0.0,0.0,1
4323,3107.0,1,1,750.0,6.0,1
4324,3108.0,1,1,16514.0,6.0,2
4326,3109.0,1,1,4400.0,6.0,2
4328,3110.0,1,1,600.0,6.0,1
4329,3111.0,0,0,0.0,0.0,1
4330,3114.0,0,0,0.0,0.0,1
4331,3115.0,1,1,5000.0,6.0,1
4332,3116.0,1,1,400.0,6.0,1
4333,3117.0,1,1,2000.0,5.0,1
4334,3118.11,1,0,0.0,0.0,1
4335,3118.12,1,1,6000.0,5.0,1
4336,3118.2,1,0,0.0,0.0,1
4337,3118.3,1,0,0.0,0.0,1
4338,3119.0,1,0,0.0,0.0,1
4339,3120.0,0,0,0.0,0.0,1
4340,3121.0,1,0,0.0,0.0,1
4341,3122.0,0,0,0.0,0.0,1
4342,3123.0,1,1,1950.0,6.0,1
4343,3124.0,1,0,0.0,0.0,1
4344,3125.1,0,0,0.0,0.0,1
4345,3125.2,1,0,0.0,0.0,1
4346,3126.0,1,1,600000.0,5.0,2
4348,3127.0,1,0,0.0,0.0,1
4349,3128.0,1,0,0.0,0.0,1
4350,3129.0,1,0,0.0,0.0,1
4351,3130.1,0,0,0.0,0.0,1
4352,3130.2,0,0,0.0,0.0,1
4353,3132.0,1,1,1200.0,6.0,1
4354,3133.0,1,0,0.0,0.0,1
4355,3134.0,0,0,0.0,0.0,1
4356,3135.0,1,1,47200.0,6.0,2
4358,3136.0,1,0,0.0,0.0,1
4359,3137.0,1,0,0.0,0.0,1
4360,3138.0,1,0,0.0,0.0,1
4361,3139.0,1,0,0.0,0.0,1
4362,3140.0,1,1,1150.0,6.0,1
4363,3141.0,1,0,0.0,0.0,1
4364,3142.0,1,0,0.0,0.0,1
4365,3143.0,0,0,0.0,0.0,1
4366,3144.0,1,0,0.0,0.0,1
4367,3145.0,1,1,3000.0,6.0,1
4368,3146.0,1,0,0.0,0.0,1
4369,3147.0,1,0,0.0,0.0,1
4370,3148.0,1,1,4200.0,6.0,1
4371,3149.0,1,1,1700.0,6.0,1
4372,3150.0,1,1,2500.0,6.0,2
4374,3151.0,1,0,0.0,0.0,1
4375,3152.0,0,0,0.0,0.0,1
4376,3153.0,0,0,0.0,0.0,1
4377,3154.0,1,1,5000.0,5.0,1
4378,3155.0,1,0,0.0,0.0,1
4379,3156.0,1,0,0.0,0.0,1
4380,3157.0,1,0,0.0,0.0,1
4381,3158.0,0,0,0.0,0.0,1
4382,3159.0,0,0,0.0,0.0,1
4383,3160.0,1,0,0.0,0.0,1
4384,3161.0,1,1,16500.0,2.0,1
4385,3162.0,1,0,0.0,0.0,1
4386,3163.0,1,1,5000.0,6.0,1
4387,3164.0,1,0,0.0,0.0,1
4388,3165.0,0,0,0.0,0.0,1
4389,3167.1,1,0,0.0,0.0,1
4390,3167.2,1,0,0.0,0.0,1
4391,3167.3,1,0,0.0,0.0,1
4392,3168.0,1,0,0.0,0.0,1
4393,3169.0,0,0,0.0,0.0,1
4394,3170.0,0,0,0.0,0.0,1
4395,3171.1,1,0,0.0,0.0,1
4396,3171.2,0,0,0.0,0.0,1
4397,3172.0,1,0,0.0,0.0,1
4398,3173.1,1,0,0.0,0.0,1
4399,3173.2,1,0,0.0,0.0,1
4400,3174.0,0,0,0.0,0.0,1
4401,3175.0,1,1,3900.0,6.0,1
4402,3176.0,0,0,0.0,0.0,1
4403,3177.0,1,0,0.0,0.0,1
4404,3178.0,1,0,0.0,0.0,1
4405,3179.3,1,1,4000.0,5.0,1
4406,3180.0,0,0,0.0,0.0,1
4407,3181.0,1,0,0.0,0.0,1
4408,3182.0,1,0,0.0,0.0,1
4409,3183.0,1,0,0.0,0.0,1
4410,3185.0,1,0,0.0,0.0,1
4411,3186.0,1,0,0.0,0.0,1
4412,3187.0,0,0,0.0,0.0,1
4413,3188.0,1,0,0.0,0.0,1
4414,3189.0,0,0,0.0,0.0,1
4415,3190.0,0,0,0.0,0.0,1
4416,3193.0,0,0,0.0,0.0,1
4417,3194.0,1,0,0.0,0.0,1
4418,3195.0,1,0,0.0,0.0,1
4419,3196.0,0,0,0.0,0.0,1
4420,3197.0,1,0,0.0,0.0,1
4421,3198.0,1,0,0.0,0.0,1
4422,3199.0,1,0,0.0,0.0,1
4423,3200.0,0,0,0.0,0.0,1
4424,3201.0,1,1,4520.0,6.0,1
4425,3202.0,1,1,10820.0,6.0,1
4426,3203.0,1,0,0.0,0.0,1
4427,3204.0,1,1,5620.0,6.0,1
4428,3205.0,1,1,190000.0,5.0,2
4430,3206.0,1,1,1233.0,6.0,1
4431,3207.0,1,1,15221.0,6.0,1
4432,3208.0,0,0,0.0,0.0,1
4433,3209.0,1,1,4350.0,5.0,2
4435,3210.0,1,1,20000.0,1.0,1
4436,3211.1,1,1,90000.0,5.0,1
4437,3211.2,0,0,0.0,0.0,1
4438,3212.0,0,0,0.0,0.0,1
4439,3213.0,1,0,0.0,0.0,1
4440,3214.0,1,1,129200.0,5.0,2
4442,3215.0,1,1,200000.0,1.0,1
4443,3216.1,1,1,21950.0,6.0,2
4445,3216.2,1,0,0.0,0.0,1
4446,3217.0,1,1,100000.0,1.0,1
4447,3218.0,1,1,12600.0,5.0,1
4448,3219.0,1,1,5120.0,1.0,2
4450,3220.0,1,1,50000.0,1.0,1
4451,3221.0,1,1,97393.0,6.0,2
4453,3222.0,1,1,8700.0,6.0,2
4455,3223.0,1,1,8365.0,6.0,2
4457,3224.0,1,1,9500.0,6.0,1
4458,3226.0,1,1,8980.0,6.0,2
4460,3227.0,1,1,11.0,6.0,1
4461,3228.0,1,1,5500.0,6.0,2
4463,3229.0,1,1,13400.0,6.0,1
4464,3230.0,1,0,0.0,0.0,1
4465,3231.0,1,1,12786.0,6.0,1
4466,3232.0,1,0,0.0,0.0,1
4468,3233.0,1,1,365000.0,5.0,2
4469,3234.0,1,0,0.0,0.0,1
4470,3235.1,1,0,0.0,0.0,1
4471,3235.2,1,1,5000.0,6.0,1
4472,3236.0,1,1,1220.0,6.0,1
4473,3237.0,0,0,0.0,0.0,1
4474,3238.0,1,1,500.0,6.0,1
4475,3239.0,0,0,0.0,0.0,1
4476,3240.0,1,0,0.0,0.0,1
4477,3241.0,1,1,55000.0,1.0,1
4478,3242.0,0,0,0.0,0.0,1
4479,3243.0,0,0,0.0,0.0,1
4480,3244.1,1,0,0.0,0.0,1
4481,3244.2,1,0,0.0,0.0,1
4483,3245.0,1,1,83800.0,6.0,2
4484,3246.0,1,1,5800.0,6.0,1
4485,3248.0,1,0,0.0,0.0,1
4486,3249.0,1,0,0.0,0.0,1
4487,3250.0,1,1,4000.0,6.0,1
4488,3251.0,1,1,900000.0,1.0,2
4490,3252.0,0,0,0.0,0.0,1
4491,3254.0,1,1,3100.0,6.0,1
4492,3255.0,1,1,21000.0,1.0,2
4494,3257.0,1,1,7000.0,6.0,1
4495,3258.0,1,1,40000.0,1.0,1
4496,3259.0,1,0,0.0,0.0,1
4497,3260.0,1,1,5000.0,6.0,1
4498,3261.0,0,0,0.0,0.0,1
4499,3262.0,0,0,0.0,0.0,1
4500,3263.0,1,1,4000000.0,1.0,1
4501,3264.0,0,0,0.0,0.0,1
4502,3265.0,0,0,0.0,0.0,1
4503,3266.0,0,0,0.0,0.0,1
4504,3267.0,0,0,0.0,0.0,1
4505,3268.0,1,1,410000.0,1.0,2
4507,3269.0,0,0,0.0,0.0,1
4508,3270.0,1,1,8000.0,1.0,1
4509,3271.0,1,1,150000.0,1.0,1
4510,3272.0,1,1,4000.0,1.0,1
4511,3273.0,1,1,752.0,6.0,1
4512,3275.0,0,0,0.0,0.0,1
4513,3276.0,1,0,0.0,0.0,1
4514,3277.0,1,1,2400.0,6.0,1
4515,3279.0,0,0,0.0,0.0,1
4516,3280.0,1,1,80000.0,1.0,1
4517,3281.0,1,1,19700.0,6.0,2
4519,3283.0,1,1,2000.0,4.0,1
4520,3284.0,1,0,0.0,0.0,1
4521,3285.0,1,1,48000.0,5.0,1
4522,3286.1,1,0,0.0,0.0,1
4523,3286.2,1,1,50000.0,1.0,1
4524,3287.0,0,0,0.0,0.0,1
4525,3288.0,1,1,60000.0,1.0,1
4526,3289.0,1,0,0.0,0.0,1
4527,3290.0,1,1,13000.0,6.0,1
4528,3291.0,1,1,691.0,6.0,1
4530,3292.0,1,1,181976.0,6.0,3
4532,3293.0,1,1,30000.0,1.0,1
4533,3294.0,1,0,0.0,0.0,1
4535,3296.0,1,1,305000.0,6.0,3
4537,3297.0,1,1,150000.0,1.0,1
4538,3298.0,1,0,0.0,0.0,1
4539,3299.0,1,1,2500.0,6.0,1
4540,3300.0,1,1,1350.0,5.0,1
4541,3301.0,1,0,0.0,0.0,1
4542,3302.0,1,1,50000.0,1.0,1
4543,3303.0,1,1,61700.0,1.0,2
4546,3304.0,1,1,56000.0,6.0,2
4547,3306.0,1,0,0.0,0.0,1
4548,3307.0,1,0,0.0,0.0,1
4549,3308.1,1,1,24500.0,6.0,2
4551,3308.2,1,0,0.0,0.0,1
4552,3309.0,1,1,3000.0,0.0,1
4553,3310.0,1,1,96000.0,5.0,1
4554,3311.0,1,1,60000.0,1.0,1
4555,3313.0,1,0,0.0,0.0,1
4557,3314.0,1,1,153500.0,6.0,2
4558,3316.0,1,1,3000.0,6.0,1
4559,3317.0,1,1,50000.0,1.0,1
4560,3318.0,1,0,0.0,0.0,1
4561,3319.0,1,1,2000.0,6.0,1
4562,3321.0,1,1,24000.0,6.0,2
4564,3322.1,1,0,0.0,0.0,1
4565,3322.2,1,0,0.0,0.0,1
4566,3324.0,1,1,150000.0,1.0,1
4567,3325.0,0,0,0.0,0.0,1
4568,3326.0,1,1,12000.0,1.0,1
4569,3327.0,0,0,0.0,0.0,1
4570,3328.0,1,1,15000.0,6.0,1
4571,3329.0,1,0,0.0,0.0,1
4572,3330.0,0,0,0.0,0.0,1
4573,3331.0,1,1,100000.0,1.0,1
4574,3332.0,0,0,0.0,0.0,1
4575,3333.0,1,1,50000.0,1.0,1
4576,3334.0,0,0,0.0,0.0,1
4577,3335.0,0,0,0.0,0.0,1
4578,3337.0,0,0,0.0,0.0,1
4579,3338.0,1,1,600000.0,1.0,1
4580,3339.0,0,0,0.0,0.0,1
4581,3340.0,0,0,0.0,0.0,1
4582,3341.0,1,1,54480.0,6.0,2
4584,3342.1,1,1,2838.0,6.0,1
4585,3342.2,0,0,0.0,0.0,1
4586,3343.0,1,1,7100.0,6.0,1
4587,3344.0,1,0,0.0,0.0,1
4588,3345.0,1,1,4624.0,6.0,1
4589,3346.0,1,1,10140.0,6.0,2
4591,3347.0,1,1,60350.0,5.0,2
4593,3348.0,1,1,81000.0,6.0,2
4595,3349.1,1,1,11320.0,6.0,1
4596,3349.2,1,1,120520.0,5.0,2
4598,3350.0,1,1,3000.0,5.0,1
4599,3351.0,1,1,100000.0,5.0,1
4600,3352.0,1,0,0.0,0.0,1
4601,3353.0,1,0,0.0,0.0,1
4602,3354.0,1,1,215000.0,1.0,3
4605,3355.0,1,1,75000.0,1.0,1
4606,3356.0,1,1,12000.0,1.0,1
4607,3357.0,1,0,0.0,0.0,1
4608,3358.0,1,1,8264.0,6.0,1
4609,3359.0,1,0,0.0,0.0,1
4610,3360.0,1,0,0.0,0.0,1
4611,3361.0,0,0,0.0,0.0,1
4612,3362.0,0,0,0.0,0.0,1
4613,3363.0,1,0,0.0,0.0,1
4614,3365.0,1,1,6000.0,6.0,1
4615,3366.0,1,0,0.0,0.0,1
4616,3367.0,1,1,10800.0,6.0,2
4618,3368.0,1,1,2000.0,6.0,1
4619,3369.0,1,0,0.0,0.0,1
4620,3370.0,1,0,0.0,0.0,1
4621,3371.0,1,1,10000.0,6.0,1
4623,3372.0,1,1,180000.0,5.0,3
4625,3373.0,0,0,0.0,0.0,1
4626,3374.0,1,1,40400.0,6.0,2
4628,3375.0,1,0,0.0,0.0,1
4629,3376.0,1,0,0.0,0.0,1
4630,3377.0,1,1,95000.0,1.0,2
4632,3378.0,0,0,0.0,0.0,1
4633,3379.0,1,1,12200.0,5.0,2
4635,3380.0,1,0,0.0,0.0,1
4636,3381.0,1,1,5000.0,6.0,1
4637,3383.0,0,0,0.0,0.0,1
4638,3384.0,0,0,0.0,0.0,1
4639,3385.0,0,0,0.0,0.0,1
4640,3386.0,0,0,0.0,0.0,1
4641,3388.0,1,0,0.0,0.0,1
4642,3391.0,1,1,200000.0,1.0,1
4643,3393.0,1,1,6000.0,6.0,1
4644,3394.0,1,1,8000.0,6.0,1
4645,3398.1,0,0,0.0,0.0,1
4646,3398.2,1,0,0.0,0.0,1
4647,3399.0,1,0,0.0,0.0,1
4648,3400.0,1,0,0.0,0.0,1
4649,3401.0,1,0,0.0,0.0,1
4650,3402.1,1,1,120000.0,1.0,1
4651,3402.2,1,0,0.0,0.0,1
4652,3403.0,1,0,0.0,0.0,1
4653,3404.0,0,0,0.0,0.0,1
4654,3405.0,1,0,0.0,0.0,1
4655,3406.0,1,0,0.0,0.0,1
4656,3407.0,1,0,0.0,0.0,1
4657,3408.0,1,0,0.0,0.0,1
4658,3409.0,1,0,0.0,0.0,1
4659,3411.0,0,0,0.0,0.0,1
4660,3412.0,1,0,0.0,0.0,1
4661,3413.0,1,1,6000.0,5.0,1
4662,3414.0,1,0,0.0,0.0,1
