a01,e01,e02,e06_sum,e07,Savings diversification,g02_1,g02,Land Acquired,g10,f_ed,m_ed,combined_ed,Input in economic activity,Input on use of generated income,Autonomy in personal decisions in household,Year
1342,1,1,-0.099127914,1.056112399,2.362567443,-0.278685392,-0.498127032,-0.196656274,-0.161180051,-0.087628598,-0.366045799,-0.26804573,0.930271042,0.895122396,0.770697166,1
1347,1,1,-0.201625757,0.693330638,0.934376058,0.05504654,-0.390909866,-0.562958791,-0.357142448,0.594887101,0.141070547,0.377833523,-1.599676544,-1.500702497,-0.465398638,1
1357,1,1,3.757187017,-0.757796407,-0.493815326,-0.586242271,-0.343257792,0.45292019,0.653288661,-0.087628598,-0.112487626,-0.106575916,0.930271042,0.895122396,-0.053366704,1
1359,1,1,0.276253795,1.056112399,2.362567443,-0.124906953,-0.355170811,-0.250380643,1.755577143,-0.428886447,0.648186894,0.21636371,-0.274465904,0.324687898,-0.671414606,1
1366,0,0,-0.236235418,-1.120578168,-0.493815326,0.15320299,-0.668880296,-1.051362148,-0.614343094,0.594887101,-0.619603973,-0.106575916,-2.683939795,-2.527484594,-0.465398638,1
1382,0,0,-0.236235418,-1.120578168,-0.493815326,-0.684398721,-0.795952493,0.042661371,-0.718448118,-1.111402145,-0.112487626,-0.590985356,0.026718333,0.039470649,-1.90751041,1
1388,1,1,0.232991718,0.693330638,2.362567443,0.441128579,0.371523313,-0.201540307,0.010287046,-0.087628598,-1.887394839,-1.236864609,-0.153992209,-0.131659701,-0.053366704,1
1390,1,1,-0.193638912,1.056112399,0.934376058,-0.370298079,-0.589460173,-0.172236106,-0.623528832,0.594887101,-0.366045799,0.054893897,-0.515413293,-0.4739204,-0.795024186,1
1393.1,1,1,-0.19749922,1.056112399,0.934376058,0.185921807,0.260335141,0.042661371,-0.406133048,1.277402799,-0.619603973,0.21636371,-2.683939795,-2.527484594,-0.795024186,1
1393.2,1,1,-0.156466805,1.056112399,2.362567443,0.185921807,0.141204957,-0.103859636,0.004163221,1.277402799,-0.619603973,0.21636371,-1.599676544,-1.500702497,-1.289462508,1
1393.3,1,1,0.146467566,1.056112399,2.362567443,0.185921807,-0.176475534,-0.494582321,-0.240789775,1.277402799,-0.619603973,0.21636371,0.930271042,0.895122396,1.1827291,1
1394.1,1,1,-0.196301193,1.056112399,0.934376058,-0.095460018,-0.359141817,-0.299220979,-0.510238071,-0.087628598,0.394628721,0.21636371,0.930271042,0.895122396,1.1827291,1
1394.2,1,1,0.010025632,1.056112399,0.934376058,-0.095460018,-0.478272001,-0.445741986,-0.540857195,-0.087628598,-1.887394839,-1.236864609,0.026718333,-0.245746601,-0.547805026,1
1398,1,1,4.21E-05,-0.395014646,0.934376058,0.663616533,0.919522161,0.140342042,-0.017270166,1.618660648,1.662419587,1.831061841,0.930271042,0.895122396,1.1827291,1
1406,1,1,-0.202956897,0.693330638,-0.493815326,0.709422877,0.998942284,0.169646244,0.346084535,-1.452659995,0.648186894,-0.26804573,-0.425058022,-0.388355225,1.1827291,1
1407,1,1,-0.102289373,0.330548877,0.934376058,0.65707277,0.276219166,-0.641103328,-0.133622839,-0.087628598,0.648186894,0.377833523,-0.425058022,0.895122396,-1.289462508,1
1408.1,1,0,-0.236235418,-1.120578168,-0.493815326,1.023523519,1.356332837,0.140342042,0.337911678,-0.770144296,0.141070547,-0.26804573,-2.683939795,-4.238788089,-1.289462508,1
1408.2,0,0,-0.236235418,-1.120578168,-0.493815326,1.088961153,-0.78801048,-2.594716755,-0.693952818,-0.770144296,0.141070547,-0.26804573,-0.876834376,-0.816181099,-1.289462508,1
1410,1,1,0.592399737,1.056112399,0.934376058,0.009240196,-0.756242431,-0.94391341,-0.687828993,-0.087628598,-0.112487626,-0.106575916,0.930271042,0.895122396,1.1827291,1
1411.1,1,1,-0.202956897,-0.757796407,-0.493815326,0.686519705,0.061784834,-0.948797443,0.315406622,-0.087628598,0.648186894,0.377833523,0.930271042,0.895122396,1.1827291,1
1414.1,1,1,-0.169678377,0.693330638,-0.493815326,2.36499501,0.713029842,-2.653325158,0.457326264,-1.452659995,-1.887394839,-1.882743861,-0.876834376,-0.816181099,-1.289462508,1
1414.2,1,1,-0.229579714,-0.757796407,-0.493815326,2.36499501,-0.382967854,-4.001318422,-0.672519431,-1.111402145,-0.619603973,-0.913924982,-0.274465904,-0.245746601,-0.795024186,1
1414.3,1,1,0.166434678,-0.757796407,0.934376058,2.36499501,0.49859551,-2.91706297,0.310354466,-1.452659995,-1.887394839,-1.882743861,-2.683939795,-2.527484594,-2.031119991,1
1421,1,1,-0.222424832,1.056112399,-0.493815326,-0.553523454,-0.760213437,-0.10874367,-0.638838394,-2.135175693,1.15530324,-0.26804573,0.32790257,-0.245746601,-0.053366704,1
1423.2,1,1,-0.091380675,1.056112399,0.934376058,-0.50771711,-0.756242431,-0.172236106,-0.617405007,-1.111402145,1.15530324,0.21636371,0.930271042,0.895122396,0.770697166,1
1426,1,1,-0.22425515,1.056112399,-0.493815326,-0.586242271,-0.494156026,0.267326915,-0.249975513,0.594887101,0.141070547,0.377833523,0.930271042,0.895122396,0.770697166,1
1433,1,1,0.296220907,-0.757796407,-0.493815326,-0.612417324,-0.51004005,0.286863049,-0.295904199,0.253629251,-0.619603973,-0.26804573,-0.876834376,-0.816181099,0.193852457,1
1441,1,1,0.096549785,-0.757796407,-0.493815326,-0.48808582,-0.462387977,0.159878176,0.37771654,-0.087628598,-1.126720319,-0.752455169,0.930271042,0.895122396,-0.053366704,1
1444,1,1,-0.229579714,-0.757796407,-0.493815326,0.048502776,-0.144707485,-0.250380643,0.729836472,1.277402799,1.662419587,1.669592028,0.930271042,0.895122396,1.1827291,1
1446,0,0,-0.236235418,-1.120578168,-0.493815326,1.435780611,-0.271779682,-2.477499949,0.194001793,0.594887101,-0.619603973,-0.106575916,-0.425058022,-0.388355225,-0.053366704,1
1448,0,0,-0.236235418,-1.120578168,-0.493815326,-0.560067217,0.11737892,0.980395815,0.867622532,0.594887101,0.648186894,0.700773149,0.207428875,0.210600998,0.152649264,1
1452,1,1,-0.206284749,0.693330638,-0.493815326,-0.573154744,-0.660938284,0.042661371,-0.57147632,0.253629251,0.141070547,0.21636371,0.930271042,0.895122396,1.1827291,1
1454,1,1,0.048628716,-0.395014646,0.934376058,0.493478686,0.037958797,-0.689943664,0.71452691,0.594887101,0.141070547,0.377833523,0.026718333,0.039470649,-1.289462508,1
1456,1,1,3.424401814,0.330548877,0.934376058,0.643985243,0.816276002,0.042661371,0.837003408,1.277402799,1.408861414,1.508122215,-0.425058022,-1.386615597,-0.795024186,1
1462,0,0,-0.236235418,-1.120578168,-0.493815326,-0.645136141,-0.748300419,0.042661371,-0.580662057,1.277402799,0.394628721,0.862242963,0.930271042,0.895122396,0.564681198,1
1463,1,1,-0.156366969,0.693330638,-0.493815326,0.702879114,1.419868935,0.697121869,1.362121393,-1.111402145,-0.873162146,-1.075394795,-0.515413293,-0.131659701,0.35866523,1
1464,1,1,-0.063187112,-0.757796407,-0.493815326,-0.115091308,0.157088982,0.365007586,0.417521402,-1.111402145,0.141070547,-0.429515543,-0.153992209,-0.131659701,0.152649264,1
1467.1,1,1,-0.209612601,0.693330638,-0.493815326,-0.422648186,-0.279721694,0.286863049,-0.2469136,-1.793917844,-0.366045799,-1.075394795,0.207428875,0.552861697,-0.877430574,1
1472,1,1,-0.206284749,0.693330638,-0.493815326,-0.049653674,0.236509105,0.365007586,1.320785575,-0.087628598,1.15530324,0.700773149,0.32790257,0.895122396,-0.465398638,1
1473,1,1,0.096549785,-0.757796407,-0.493815326,-0.095460018,-0.676822308,-0.689943664,-0.2469136,1.277402799,1.15530324,1.346652402,-1.780387086,-1.671832846,-1.08344654,1
1477,0,0,-0.236235418,-1.120578168,-0.493815326,1.80223136,0.49859551,-2.077009197,1.308537925,-0.087628598,-0.112487626,-0.106575916,-0.515413293,-0.4739204,0.152649264,1
1483,0,0,-0.236235418,-1.120578168,-0.493815326,0.146659227,0.22062508,0.052429438,0.686969698,-0.087628598,0.394628721,0.21636371,-0.876834376,-0.816181099,-0.547805026,1
1488,1,1,-0.129744153,1.056112399,0.934376058,-0.393201251,-0.728445388,-0.308989046,-0.556166758,-1.111402145,-1.887394839,-1.721274048,-0.274465904,0.324687898,1.1827291,1
1489,0,0,-0.236235418,-1.120578168,-0.493815326,-0.242694694,-0.259866663,0.042661371,0.034782345,-0.428886447,1.15530324,0.539303336,0.026718333,0.039470649,0.564681198,1
1497,1,1,-0.116432745,0.693330638,-0.493815326,-0.42919195,-0.474300995,0.057313472,0.189408924,-0.428886447,-0.112487626,-0.26804573,0.930271042,0.895122396,-0.053366704,1
1515,1,0,-0.236235418,-1.120578168,-0.493815326,-0.092188136,-0.267808676,-0.19177224,-0.569639172,-1.111402145,-0.619603973,-0.913924982,0.207428875,0.210600998,-0.259382672,1
1528,1,1,0.176418234,1.056112399,0.934376058,-0.167441415,-0.120881448,0.101269774,-0.081570328,-1.111402145,-1.887394839,-1.721274048,-2.081571323,-0.245746601,-1.08344654,1
1529,1,1,0.362777948,1.056112399,2.362567443,0.11394041,0.196799043,0.071965572,-0.115251365,1.618660648,-0.619603973,0.377833523,-1.23825546,-0.4739204,-1.289462508,1
1551,1,1,0.296220907,0.693330638,-0.493815326,0.07467783,0.39534935,0.374775653,-0.127499015,1.277402799,0.648186894,1.023712776,-0.153992209,0.210600998,-0.547805026,1
1561,1,1,-0.221592869,1.056112399,-0.493815326,0.022327723,0.061784834,0.042661371,0.307292554,-2.817691391,-1.380278492,-2.205683488,-0.153992209,-0.131659701,0.299803526,1
1575,1,1,-0.216268305,1.056112399,-0.493815326,-0.684398721,-0.795952493,0.042661371,-0.687828993,-0.770144296,-0.619603973,-0.752455169,0.930271042,0.895122396,1.1827291,1
1576,1,1,-0.22292401,0.693330638,-0.493815326,-0.68112684,-0.791981486,0.042661371,-0.693952818,0.594887101,1.15530324,1.023712776,0.32790257,0.324687898,0.770697166,1
1578,1,1,-0.209612601,0.693330638,-0.493815326,0.899192015,0.93143518,-0.196656274,0.339442634,1.277402799,0.648186894,1.023712776,0.026718333,0.895122396,-1.289462508,1
1585,1,0,-0.236235418,-1.120578168,-0.493815326,-0.209975877,-0.375025841,-0.147815938,-0.586785882,-0.770144296,-1.126720319,-1.075394795,0.026718333,0.895122396,-0.877430574,1
1586.1,1,1,-0.209612601,-0.757796407,-0.493815326,-0.373569961,-0.521953069,-0.084323502,-0.663333693,-0.087628598,1.15530324,0.700773149,-2.232163441,-1.386615597,-1.701494442,1
1587,0,0,-0.236235418,-1.120578168,-0.493815326,-0.193616468,0.228567092,0.570136996,-0.456654603,-0.428886447,1.662419587,0.862242963,0.930271042,0.895122396,0.770697166,1
1591,0,0,-0.236235418,-1.120578168,-0.493815326,-0.353938671,-0.061316356,0.45292019,-0.65506653,0.594887101,-1.887394839,-0.913924982,-0.274465904,-1.386615597,-0.671414606,1
1600.21,1,1,-0.216268305,0.693330638,-0.493815326,0.418225407,0.435059412,-0.089207535,-0.242320731,-2.817691391,-1.887394839,-2.528623114,-0.425058022,-1.244006973,0.152649264,1
1609,1,0,-0.236235418,-1.120578168,-0.493815326,-0.625504851,-0.724474382,0.042661371,-0.57147632,1.277402799,0.648186894,1.023712776,-0.876834376,-2.527484594,-0.053366704,1
1611,1,1,-0.235902632,1.056112399,-0.493815326,-0.671311195,-0.780068468,0.042661371,-0.632714569,0.594887101,1.15530324,1.023712776,0.930271042,0.895122396,0.564681198,1
1624,1,1,-0.225586291,0.693330638,-0.493815326,-0.239422812,-0.255895657,0.042661371,-0.386230617,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,-1.289462508,1
1651,1,1,0.174421523,0.693330638,0.934376058,-0.671311195,-0.61328621,0.247790781,-0.142808577,0.253629251,0.394628721,0.377833523,-0.876834376,-0.816181099,1.1827291,1
1652,1,1,0.123172601,0.693330638,-0.493815326,0.643985243,0.443001424,-0.416437784,1.633100645,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,-1.289462508,1
1654,1,0,-0.236235418,-1.120578168,-0.493815326,-0.501173347,-0.573576149,0.042661371,-0.510238071,0.594887101,-0.619603973,-0.106575916,0.930271042,0.895122396,-0.053366704,1
1660,1,0,-0.236235418,-1.120578168,-0.493815326,-0.638592378,-0.692706333,0.101269774,-0.173427701,-0.428886447,-0.873162146,-0.752455169,0.930271042,0.895122396,-0.053366704,1
1677,1,0,-0.236235418,-1.120578168,-0.493815326,0.100852883,-0.208243583,-0.406669717,0.071525295,0.594887101,,-0.913924982,-0.274465904,-0.816181099,1.1827291,1
1685,1,1,-0.202956897,-0.757796407,-0.493815326,0.303709548,0.570073621,0.247790781,-0.546602262,0.253629251,1.15530324,0.862242963,-0.274465904,-0.816181099,-1.289462508,1
1694,1,1,-0.230910854,0.693330638,-0.493815326,-0.272141629,0.927464174,1.546943709,0.132763544,-0.428886447,1.15530324,0.539303336,-0.274465904,-0.245746601,-0.053366704,1
1699,1,1,0.529170549,0.693330638,5.218950212,-0.609145443,-0.704619351,0.042661371,-0.602095444,-0.087628598,-0.873162146,-0.590985356,0.930271042,0.895122396,1.1827291,1
1700,1,1,-0.155035828,1.056112399,2.362567443,1.134767496,1.793143513,0.511528593,0.453651969,-0.770144296,-0.619603973,-0.752455169,-0.876834376,-0.388355225,-0.259382672,1
1710,1,1,3.763842721,1.056112399,0.934376058,0.454216106,1.491347046,1.156221024,1.143194653,0.253629251,-0.112487626,0.054893897,-0.425058022,-0.388355225,-0.053366704,1
1723,1,1,1.594083198,1.056112399,5.218950212,1.167486313,2.881199196,1.800913455,1.850496429,-1.111402145,-0.619603973,-0.913924982,0.930271042,0.895122396,1.1827291,1
1727,1,1,-0.194304482,1.056112399,0.934376058,-0.337579263,-0.184417547,0.277094982,-0.452061734,-0.770144296,0.394628721,-0.106575916,0.026718333,-0.388355225,1.1827291,1
1736,1,1,0.029992745,-0.757796407,-0.493815326,0.127027937,1.181608567,1.263669762,0.530812163,-0.428886447,0.141070547,-0.106575916,0.207428875,0.210600998,-0.671414606,1
1737,1,1,1.719210434,0.693330638,2.362567443,-0.664767431,-0.732416394,0.091501706,-0.614343094,0.594887101,-0.366045799,0.054893897,0.930271042,0.895122396,-1.289462508,1
1760,1,1,-0.05985926,0.693330638,0.934376058,0.146659227,-0.502098038,-0.836464671,-0.644962219,-2.135175693,-1.887394839,-2.205683488,-0.876834376,0.324687898,-0.547805026,1
1764,1,1,-0.083154224,-0.757796407,0.934376058,0.146659227,-0.224127608,-0.494582321,0.068463382,0.594887101,0.141070547,0.377833523,-0.876834376,-1.957050096,-0.053366704,1
1773,1,1,-0.137730998,0.693330638,-0.493815326,0.277534494,0.149146969,-0.230844509,0.500193038,0.594887101,0.648186894,0.700773149,-0.876834376,-0.816181099,-2.031119991,1
1790,1,0,-0.236235418,-1.120578168,-0.493815326,-0.088916254,0.022074773,0.159878176,-0.629652656,-0.770144296,-1.887394839,-1.559804235,-0.876834376,-0.245746601,0.564681198,1
1795,1,1,0.287568492,1.056112399,2.362567443,0.002696433,1.253086677,1.537175642,-0.378575835,-1.452659995,0.394628721,-0.429515543,0.478494688,0.895122396,1.1827291,1
1796,1,1,-0.216268305,0.693330638,-0.493815326,1.21983642,0.053842822,-1.754662981,-0.381637748,-1.452659995,-1.887394839,-1.882743861,-0.274465904,-0.245746601,-0.259382672,1
1800,0,0,-0.236235418,-1.120578168,-0.493815326,1.203477012,1.26102869,-0.24549661,-0.320399499,1.277402799,0.394628721,0.862242963,-1.780387086,-1.671832846,-1.042243347,1
1805,1,1,-0.216268305,1.056112399,-0.493815326,0.041959013,-0.780068468,-1.022057947,-0.632714569,-1.111402145,0.394628721,-0.26804573,-0.876834376,-0.816181099,-2.113526378,1
1810,1,0,-0.236235418,-1.120578168,-0.493815326,0.899192015,1.411926923,0.394311788,5.353324273,1.618660648,0.648186894,1.185182589,0.930271042,0.895122396,-1.495478476,1
1812,1,1,-0.049875704,0.693330638,-0.493815326,-0.206703995,-0.23206962,0.023125237,0.126639719,-1.452659995,-1.887394839,-1.882743861,-0.876834376,-0.816181099,-2.319542344,1
1818,1,1,-0.138895746,1.056112399,3.790758827,-0.671311195,-0.780068468,0.042661371,-0.632714569,-1.452659995,-0.619603973,-1.075394795,-0.876834376,-0.816181099,-2.525558312,1
1821,1,1,-0.219596157,1.056112399,-0.493815326,0.369147182,0.196799043,-0.308989046,0.047029995,-0.087628598,-1.887394839,-1.236864609,-0.274465904,-1.671832846,-0.877430574,1
1829,1,0,-0.236235418,-1.120578168,-0.493815326,-0.160897651,-0.009693276,0.228254646,0.079180076,-1.452659995,-1.887394839,-1.882743861,-1.178018614,-1.386615597,-0.259382672,1
1830,1,0,-0.236235418,-1.120578168,-0.493815326,-0.180528942,-0.263837669,-0.055019301,-0.387761573,-0.087628598,-0.366045799,-0.26804573,0.930271042,0.895122396,0.770697166,1
1834,1,1,0.096549785,1.056112399,0.934376058,-0.043109911,-0.017635289,0.042661371,-0.214763519,-0.428886447,-0.619603973,-0.590985356,0.930271042,0.895122396,1.1827291,1
1835,1,1,-0.209612601,1.056112399,-0.493815326,0.225184388,0.538305572,0.325935318,0.102144419,0.253629251,0.141070547,0.21636371,-1.479202849,-1.386615597,-0.671414606,1
1836,1,1,-0.202956897,1.056112399,-0.493815326,0.300437666,0.458885449,0.115921874,0.28432821,1.277402799,0.648186894,1.023712776,-1.23825546,-1.500702497,-0.053366704,1
1838,1,1,-0.19097663,0.693330638,0.934376058,-0.134722598,0.625667707,0.970627748,0.344035503,1.277402799,1.15530324,1.346652402,-0.876834376,-0.816181099,-1.289462508,1
1845,0,0,-0.236235418,-1.120578168,-0.493815326,0.663616533,1.006884296,0.247790781,0.163382668,1.277402799,0.141070547,0.700773149,-1.328610731,-1.244006973,-1.042243347,1
1847,1,1,0.029992745,-0.757796407,-0.493815326,-0.016934857,-0.168533522,-0.182004173,-0.249975513,-1.111402145,-0.619603973,-0.913924982,-0.876834376,-0.816181099,0.441071618,1
1864,1,1,0.562449069,-0.757796407,-0.493815326,-0.285229156,0.037958797,0.472456325,0.211454694,0.253629251,-0.619603973,-0.26804573,-1.780387086,-1.244006973,-0.465398638,1
1866,1,0,-0.236235418,-1.120578168,-0.493815326,0.15320299,0.228567092,0.052429438,1.709648456,-0.087628598,-0.619603973,-0.429515543,-2.683939795,-0.816181099,-1.536681669,1
1867,1,0,-0.236235418,-1.120578168,-0.493815326,0.022327723,-0.16059151,-0.230844509,0.371592715,-1.111402145,-0.619603973,-0.913924982,-2.683939795,-2.527484594,-0.465398638,1
1868,0,0,-0.236235418,-1.120578168,-0.493815326,0.61781019,0.784507952,0.042661371,1.192185252,1.277402799,0.394628721,0.862242963,-0.876834376,-1.244006973,-1.78390083,1
1876.2,1,1,7.750609451,-0.757796407,-0.493815326,1.573199642,0.363581301,-1.901183988,2.844087019,-0.770144296,-0.619603973,-0.752455169,-0.876834376,-0.816181099,-2.278339151,1
1894,1,1,-0.182989785,1.056112399,0.934376058,-0.599329797,-0.692706333,0.042661371,2.27610226,0.594887101,1.15530324,1.023712776,0.930271042,0.895122396,1.1827291,1
1895,1,1,-0.136399857,0.693330638,-0.493815326,-0.160897651,-0.16059151,0.042661371,1.672905507,0.594887101,1.15530324,1.023712776,0.930271042,0.895122396,-2.525558312,1
1902,1,1,-0.196966764,1.056112399,0.934376058,0.395322235,0.514479535,0.042661371,-0.556166758,1.277402799,0.648186894,1.023712776,-1.780387086,-2.527484594,-0.795024186,1
1907,1,1,-0.119760597,1.056112399,0.934376058,1.213292657,1.213376616,-0.318757113,-0.462778428,-1.452659995,-1.887394839,-1.882743861,-0.876834376,-0.816181099,-1.08344654,1
1908,1,1,-0.103121336,1.056112399,-0.493815326,0.290622021,0.744797891,0.482224392,0.23993048,-1.111402145,-0.619603973,-0.913924982,-2.683939795,-0.816181099,-0.259382672,1
1917,1,1,-0.202956897,1.056112399,-0.493815326,-0.180528942,-0.208243583,0.013357169,-0.476557034,-1.111402145,-1.887394839,-1.721274048,-0.876834376,-0.816181099,-0.465398638,1
1919,1,1,-0.176334081,0.693330638,0.934376058,1.128223733,1.284854726,-0.103859636,-0.020332079,-1.452659995,-1.887394839,-1.882743861,-0.876834376,-0.816181099,-1.08344654,1
1926,1,1,-0.229579714,0.693330638,-0.493815326,-0.435735713,0.70508783,1.517639508,0.775765159,-0.428886447,0.648186894,0.21636371,-1.23825546,-1.158441798,0.441071618,1
1932,1,1,1.787098616,0.693330638,0.934376058,-0.052925556,0.441413022,0.621907752,1.868867904,1.277402799,0.648186894,1.023712776,0.930271042,0.895122396,1.1827291,1
1933,1,0,-0.236235418,-1.120578168,-0.493815326,0.362603418,0.236509105,-0.250380643,0.561431287,1.618660648,1.408861414,1.669592028,-0.876834376,-0.816181099,-0.936292278,1
1936,0,0,-0.236235418,-1.120578168,-0.493815326,0.552372556,0.67331978,0.003589102,0.5399979,0.594887101,1.15530324,1.023712776,-0.425058022,-2.955310467,-0.259382672,1
1941,1,1,0.229663866,1.056112399,-0.493815326,2.397713827,2.944735294,0.042661371,5.282900287,1.277402799,1.662419587,1.669592028,-0.153992209,-0.131659701,0.35866523,1
1946,0,0,-0.236235418,-1.120578168,-0.493815326,1.010435992,-0.156620504,-1.700938612,-0.251506469,0.253629251,0.394628721,0.377833523,-1.393150211,-2.771956522,-1.289462508,1
1947,1,0,-0.236235418,-1.120578168,-0.493815326,0.051774658,-0.136765473,-0.24549661,-0.15107574,1.277402799,1.15530324,1.346652402,0.930271042,0.895122396,1.1827291,1
1948,1,1,-0.226251862,1.056112399,-0.493815326,-0.226335285,-0.295605719,-0.025715099,-0.632714569,-0.087628598,-0.366045799,-0.26804573,-0.876834376,-0.816181099,-0.053366704,1
1951,1,1,-0.214937165,1.056112399,-0.493815326,-0.200160232,-0.313475246,-0.086765519,-0.318868543,-0.087628598,-0.619603973,-0.429515543,-0.876834376,-1.671832846,-1.495478476,1
1957,1,0,-0.236235418,-1.120578168,-0.493815326,0.009240196,0.204741055,0.238022713,0.468042957,0.594887101,1.15530324,1.023712776,-0.876834376,-0.816181099,-0.053366704,1
1963.1,1,1,0.396056468,1.056112399,0.934376058,0.67670406,0.39534935,-0.523886523,0.212373268,-0.087628598,-1.126720319,-0.752455169,0.478494688,0.467296522,1.1827291,1
1964,0,0,-0.236235418,-1.120578168,-0.493815326,0.565460083,0.292103191,-0.484814254,-0.075446503,0.253629251,1.15530324,0.862242963,0.026718333,0.039470649,0.564681198,1
1965,1,1,0.429334988,-0.757796407,-0.493815326,-0.213247758,-0.184417547,0.091501706,-0.240789775,-1.452659995,-0.619603973,-1.075394795,-1.780387086,-0.816181099,-0.259382672,1
1969,1,1,-0.196301193,1.056112399,-0.493815326,-0.226335285,-0.367083829,-0.113627703,-0.357142448,-0.428886447,-0.112487626,-0.26804573,0.32790257,0.324687898,0.770697166,1
1980,1,1,-0.209612601,1.056112399,-0.493815326,-0.514260874,-0.589460173,0.042661371,-0.614343094,-0.428886447,0.141070547,-0.106575916,-2.232163441,0.467296522,1.1827291,1
1995,0,0,-0.236235418,-1.120578168,-0.493815326,-0.658223668,-0.764184443,0.042661371,-0.693952818,-1.452659995,0.648186894,-0.26804573,0.930271042,0.895122396,0.564681198,1
2003,1,1,0.417687506,1.056112399,0.934376058,-0.540435927,-0.621228222,0.042661371,-0.577600145,-0.087628598,-1.126720319,-0.752455169,-0.274465904,-0.245746601,-0.547805026,1
2004.1,0,0,-0.236235418,-1.120578168,-0.493815326,-0.632048614,-0.772126456,-0.006178965,-0.700076643,-1.111402145,-0.619603973,-0.913924982,0.026718333,0.895122396,0.564681198,1
2010,1,1,-0.201625757,0.693330638,-0.493815326,0.192465571,0.228567092,-0.006178965,0.068463382,0.594887101,1.15530324,1.023712776,0.930271042,0.895122396,0.564681198,1
2011,1,1,-0.176334081,1.056112399,0.934376058,-0.677854958,-0.780068468,0.052429438,-0.69701473,1.277402799,0.648186894,1.023712776,-0.274465904,-0.245746601,-0.795024186,1
2013,1,1,-0.202956897,0.693330638,-0.493815326,-0.612417324,-0.708590357,0.042661371,-0.632714569,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,-0.053366704,1
2014,1,1,-0.202956897,1.056112399,-0.493815326,-0.239422812,0.331813252,0.765498339,0.592050412,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,0.873705149,1
2024,1,1,-0.192973341,1.056112399,-0.493815326,-0.677854958,-0.78801048,0.042661371,-0.700076643,-0.428886447,-0.112487626,-0.26804573,0.026718333,0.895122396,1.1827291,1
2029,0,0,-0.236235418,-1.120578168,-0.493815326,-0.625504851,-0.784039474,-0.030599133,-0.657209869,-2.135175693,-1.380278492,-1.882743861,0.32790257,0.324687898,-2.216534361,1
2032,0,0,-0.236235418,-1.120578168,-0.493815326,-0.677854958,-0.78801048,0.042661371,-0.663333693,-1.111402145,-1.887394839,-1.721274048,0.930271042,0.895122396,1.1827291,1
2054,1,1,0.495892029,0.693330638,-0.493815326,-0.056197438,0.276219166,0.423615989,-0.011146341,0.594887101,0.648186894,0.700773149,0.32790257,0.895122396,0.564681198,1
2057,1,1,-0.097796773,1.056112399,2.362567443,-0.658223668,-0.43856194,0.443152123,-0.43369026,-0.770144296,0.141070547,-0.26804573,-0.876834376,0.895122396,1.1827291,1
2076,1,1,1.727197279,1.056112399,5.218950212,-0.232879049,-0.001751264,0.345471452,0.197063705,1.277402799,1.15530324,1.346652402,-0.876834376,-2.185223895,0.770697166,1
2087,1,1,0.029992745,-0.757796407,-0.493815326,0.041959013,0.085610871,0.042661371,0.071525295,1.277402799,0.648186894,1.023712776,0.930271042,-0.245746601,-0.053366704,1
2089,1,1,0.587740745,0.693330638,2.362567443,0.231728151,0.760681916,0.58967313,0.347097415,1.277402799,-0.112487626,0.539303336,0.026718333,0.039470649,-0.795024186,1
2091,1,1,-0.232508223,1.056112399,-0.493815326,-0.102003781,-0.089113399,0.042661371,-0.188737264,0.253629251,0.394628721,0.377833523,-0.153992209,-0.4739204,-0.053366704,1
2093,1,1,-0.003285776,-0.757796407,-0.493815326,-0.671311195,-0.565634136,0.306399183,-0.525547633,-1.111402145,-0.619603973,-0.913924982,-0.274465904,-0.245746601,-1.289462508,1
2096,1,1,0.029992745,-0.757796407,-0.493815326,-0.331035499,-0.446503952,-0.055019301,-0.467371297,0.253629251,1.15530324,0.862242963,0.930271042,0.039470649,0.152649264,1
2106,1,1,0.46594136,0.693330638,0.934376058,-0.671311195,-0.494156026,0.394311788,-0.253037425,1.277402799,0.394628721,0.862242963,-0.153992209,-0.131659701,-1.042243347,1
2111,1,1,-0.1916422,1.056112399,0.934376058,-0.154353888,-0.621228222,-0.53365459,-0.589847795,0.594887101,1.662419587,1.346652402,-2.683939795,-2.527484594,1.1827291,1
2117,1,1,-0.096911565,0.693330638,-0.493815326,-0.671311195,-0.780068468,0.042661371,-0.632714569,1.277402799,1.662419587,1.669592028,0.930271042,0.895122396,0.564681198,1
2123.1,1,1,-0.22358958,1.056112399,-0.493815326,0.486934922,0.204741055,-0.475046187,0.518564513,0.594887101,0.394628721,0.539303336,-0.153992209,-0.131659701,-0.259382672,1
2124,1,1,-0.226651204,0.693330638,-0.493815326,1.357255451,1.681955341,0.042661371,0.997753811,0.253629251,,-1.075394795,-4.491045214,-3.668353591,-2.278339151,1
2128.1,1,0,-0.236235418,-1.120578168,-0.493815326,5.401301215,2.432475502,-5.070921773,1.859682166,0.594887101,1.15530324,1.023712776,-0.153992209,-1.842963196,-1.042243347,1
2130,1,1,3.291287733,0.330548877,0.934376058,-0.278685392,0.77656594,1.371118501,0.582864674,0.253629251,0.648186894,0.539303336,0.930271042,0.895122396,-1.289462508,1
