a01,e01,e02,e06_sum,e07,Savings diversification,g02_1,g02,Land Acquired,g10,f_ed,m_ed,combined_ed,Input in economic activity,Input on use of generated income,Autonomy in personal decisions in household,Year
2856,1,0,-0.236235418,-1.120578168,-0.493815326,0.859929435,1.078362407,0.042661371,0.123271615,1.277402799,1.15530324,1.346652402,-0.876834376,-0.816181099,-0.053366704,1
2860,1,1,0.49855431,1.056112399,0.934376058,0.944998359,0.848044051,-0.367597449,-0.040540701,1.277402799,1.15530324,1.346652402,-2.683939795,-0.816181099,1.1827291,1
2865,0,0,-0.236235418,-1.120578168,-0.493815326,-0.625504851,-0.724474382,0.042661371,-0.648024131,-0.770144296,0.141070547,-0.26804573,0.930271042,0.895122396,1.1827291,1
2868.1,1,1,-0.116432745,1.056112399,0.934376058,-0.259054102,-0.279721694,0.042661371,-0.491866596,-1.793917844,-1.887394839,-2.044213674,-0.876834376,0.039470649,-0.300585865,1
2868.2,1,1,-0.215030344,1.056112399,-0.493815326,-0.259054102,-0.795952493,-0.592262993,-0.716917161,-1.793917844,-1.887394839,-2.044213674,0.930271042,0.895122396,-0.053366704,1
2885.1,1,1,-0.163022673,1.056112399,-0.493815326,0.971173412,1.419868935,0.296631116,-0.556166758,-1.111402145,-1.887394839,-1.721274048,0.207428875,0.210600998,-0.053366704,1
2885.2,1,1,-0.173006229,1.056112399,0.934376058,0.971173412,1.419868935,0.296631116,-0.556166758,-1.111402145,-1.887394839,-1.721274048,-1.23825546,-1.158441798,-1.90751041,1
2886,1,1,-0.206284749,1.056112399,2.362567443,0.05504654,0.030016785,-0.045251233,-0.403071135,-0.428886447,-0.619603973,-0.590985356,-0.425058022,-0.388355225,-0.053366704,1
2888,1,1,0.196385346,-0.395014646,0.934376058,0.768316747,0.967174235,0.042661371,-0.473495121,-0.428886447,-0.619603973,-0.590985356,0.930271042,0.895122396,1.1827291,1
2898,1,1,0.519107124,1.056112399,0.934376058,-0.265597865,0.236509105,0.687353802,-0.59597162,-1.111402145,-1.126720319,-1.236864609,-2.322518712,-1.842963196,-0.877430574,1
2899,0,0,-0.236235418,-1.120578168,-0.493815326,1.102048679,1.650187292,0.38454372,-0.501052334,-1.111402145,0.141070547,-0.429515543,-0.876834376,-0.816181099,-0.053366704,1
2903,1,0,-0.236235418,-1.120578168,-0.493815326,-0.285229156,-0.656967278,-0.382249549,-0.450530778,1.277402799,1.408861414,1.508122215,0.930271042,0.895122396,1.1827291,1
2912,1,1,-0.163022673,1.056112399,-0.493815326,-0.331035499,-0.208243583,0.238022713,0.484883476,-0.428886447,0.141070547,-0.106575916,0.930271042,0.895122396,1.1827291,1
2927,1,1,0.014684625,1.056112399,0.934376058,-0.344123026,0.77656594,1.468799172,1.737205668,-0.428886447,0.394628721,0.054893897,0.930271042,0.895122396,1.1827291,1
2928,1,0,-0.236235418,-1.120578168,-0.493815326,-0.062741201,-0.680793314,-0.743668033,0.561431287,1.277402799,1.15530324,1.346652402,0.930271042,0.895122396,-0.671414606,1
2933,1,1,-0.220261728,0.693330638,-0.493815326,-0.651679904,-0.752271425,0.047545404,-0.341832886,0.253629251,0.141070547,0.21636371,0.930271042,0.895122396,1.1827291,1
2942,1,1,-0.089809928,0.693330638,-0.493815326,0.408409762,-0.748300419,-1.529997437,-0.632714569,0.594887101,0.648186894,0.700773149,0.026718333,0.039470649,1.1827291,1
2951.1,1,1,-0.22425515,0.693330638,-0.493815326,0.5981789,0.855986063,0.159878176,0.538466944,-1.452659995,-1.887394839,-1.882743861,-1.178018614,0.895122396,-0.053366704,1
2954,1,1,0.063271265,-0.395014646,-0.493815326,0.166290517,-0.009693276,-0.26014871,0.160320756,-0.087628598,-0.619603973,-0.429515543,0.930271042,0.895122396,-1.08344654,1
2955,1,1,0.362777948,-0.395014646,-0.493815326,-0.340851144,-0.089113399,0.399195821,-0.320399499,-0.087628598,0.141070547,0.054893897,-0.515413293,-0.131659701,-2.319542344,1
2961.1,0,0,-0.236235418,-1.120578168,-0.493815326,-0.422648186,-0.478272001,0.042661371,-0.528609546,0.253629251,-0.619603973,-0.26804573,0.930271042,0.895122396,-0.053366704,1
2961.2,1,1,-0.016597184,1.056112399,0.934376058,-0.422648186,-0.240011633,0.335703385,-0.438283128,0.253629251,-0.619603973,-0.26804573,0.930271042,0.895122396,0.564681198,1
2964,1,1,-0.22292401,1.056112399,-0.493815326,0.329884601,0.157088982,-0.299220979,-0.309682805,0.253629251,-0.619603973,-0.26804573,0.026718333,0.895122396,0.564681198,1
2966,0,0,-0.236235418,-1.120578168,-0.493815326,0.421497289,0.943348198,0.531064727,-0.179551526,0.594887101,0.141070547,0.377833523,-0.425058022,-0.388355225,-0.053366704,1
2973,1,1,-0.177811647,1.056112399,-0.493815326,-0.599329797,-0.764184443,-0.045251233,-0.663333693,0.253629251,-0.619603973,-0.26804573,0.930271042,0.895122396,-1.289462508,1
2976,1,1,-0.196301193,1.056112399,-0.493815326,-0.668039313,-0.776097462,0.042661371,-0.693952818,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,-0.053366704,1
2979,0,0,-0.236235418,-1.120578168,-0.493815326,-0.648408023,-0.752271425,0.042661371,-0.64036935,-1.111402145,-0.619603973,-0.913924982,0.930271042,0.895122396,0.152649264,1
2988,1,1,-0.216268305,1.056112399,-0.493815326,-0.219791522,-0.23206962,0.042661371,-0.112189452,-1.111402145,-0.619603973,-0.913924982,0.930271042,0.895122396,-1.598486459,1
2989,0,0,-0.236235418,-1.120578168,-0.493815326,-0.370298079,-0.414735903,0.042661371,-0.086163196,-1.111402145,0.648186894,-0.106575916,0.32790257,0.324687898,-0.053366704,1
2999,1,1,-0.219596157,1.056112399,-0.493815326,-0.278685392,-0.303547731,0.042661371,-0.522485721,-2.135175693,-0.619603973,-1.398334422,0.930271042,0.895122396,0.564681198,1
3008,1,1,-0.219596157,1.056112399,-0.493815326,-0.609145443,-0.704619351,0.042661371,-0.470433209,-0.428886447,-0.619603973,-0.590985356,0.930271042,0.895122396,0.564681198,1
3010,0,0,-0.236235418,-1.120578168,-0.493815326,0.604722663,0.70508783,-0.035483166,0.050091908,1.277402799,-1.887394839,-0.590985356,0.930271042,0.895122396,0.35866523,1
3011,1,1,-0.209612601,1.056112399,-0.493815326,0.310253311,0.411233375,0.042661371,2.025025439,0.594887101,0.394628721,0.539303336,-0.153992209,-0.131659701,0.152649264,1
3013,0,0,-0.236235418,-1.120578168,-0.493815326,0.03541525,0.506537522,0.570136996,2.187306799,0.253629251,-0.619603973,-0.26804573,-0.274465904,-0.245746601,-0.053366704,1
3014.1,1,1,-0.213838973,1.056112399,-0.493815326,-0.671311195,-0.780068468,0.042661371,-0.693952818,-0.087628598,-0.619603973,-0.429515543,0.478494688,0.467296522,0.299803526,1
3020,1,0,-0.236235418,-1.120578168,-0.493815326,-0.214229323,-0.241202934,0.023125237,-0.314275674,1.277402799,1.408861414,1.508122215,0.930271042,0.895122396,0.873705149,1
3045,1,1,-0.176067853,1.056112399,-0.493815326,-0.677854958,-0.78801048,0.042661371,-0.663333693,1.277402799,0.141070547,0.700773149,0.930271042,0.895122396,1.1827291,1
3055,1,0,-0.236235418,-1.120578168,-0.493815326,-0.664767431,-0.772126456,0.042661371,-0.663333693,0.253629251,-0.619603973,-0.26804573,0.930271042,0.895122396,-1.289462508,1
3057,1,1,-0.169678377,1.056112399,-0.493815326,0.212096861,0.292103191,0.042661371,0.276673429,0.253629251,-0.619603973,-0.26804573,0.930271042,0.895122396,0.152649264,1
3063,1,0,-0.236235418,-1.120578168,-0.493815326,-0.245966575,1.491347046,2.201404207,1.271794976,-1.111402145,-0.619603973,-0.913924982,-0.274465904,-2.527484594,-0.877430574,1
3068,1,0,-0.236235418,-1.120578168,-0.493815326,1.671356093,2.063171931,0.042661371,1.571862396,0.253629251,-0.366045799,-0.106575916,0.207428875,-0.131659701,-0.465398638,1
3069,1,1,-0.227915788,1.056112399,-0.493815326,-0.40956066,1.880505648,2.924241175,0.791074721,-0.087628598,0.394628721,0.21636371,-0.876834376,0.895122396,-0.465398638,1
3072,0,0,-0.236235418,-1.120578168,-0.493815326,1.419421203,1.042623352,-0.836464671,0.148073106,-0.428886447,-0.619603973,-0.590985356,-0.274465904,0.895122396,-0.053366704,1
3081,1,1,-0.225586291,0.693330638,-0.493815326,0.185921807,0.260335141,0.042661371,0.579802762,-1.111402145,-0.619603973,-0.913924982,0.930271042,0.895122396,1.1827291,1
3084,1,0,-0.236235418,-1.120578168,-0.493815326,-0.435735713,-0.494156026,0.042661371,-0.265285075,0.253629251,0.648186894,0.539303336,0.930271042,0.895122396,-0.053366704,1
3086,1,0,-0.236235418,-1.120578168,-0.493815326,-0.102003781,-0.128823461,-0.006178965,-0.060136941,-1.111402145,-0.619603973,-0.913924982,-1.178018614,-2.527484594,-2.525558312,1
3096,1,1,-0.014600473,1.056112399,0.934376058,1.030067282,1.999635832,0.921787413,1.972972927,-0.087628598,-0.873162146,-0.590985356,0.930271042,0.895122396,1.006143985,1
3101,1,1,-0.208281461,1.056112399,-0.493815326,0.886104488,0.887754112,-0.230844509,0.457326264,-1.111402145,-0.619603973,-0.913924982,0.207428875,0.895122396,0.35866523,1
3107,1,1,-0.23124364,1.056112399,-0.493815326,0.235000033,0.319900234,0.042661371,-0.124437102,0.253629251,-1.126720319,-0.590985356,-0.876834376,0.895122396,0.35866523,1
3110,1,1,-0.232241995,1.056112399,-0.493815326,-0.088916254,0.60184167,0.872947077,0.092958682,-1.111402145,0.141070547,-0.429515543,-0.274465904,0.895122396,-0.259382672,1
3117,1,1,-0.22292401,0.693330638,-0.493815326,-0.592786034,-0.684764321,0.042661371,-0.617405007,-0.428886447,-0.619603973,-0.590985356,0.930271042,0.895122396,-0.053366704,1
3119,1,0,-0.236235418,-1.120578168,-0.493815326,-0.003847331,0.641551731,0.79480254,0.126639719,-2.476433542,-1.887394839,-2.367153301,0.930271042,0.895122396,1.1827291,1
3128,1,0,-0.236235418,-1.120578168,-0.493815326,-0.370298079,-0.176475534,0.335703385,0.653288661,-1.111402145,0.394628721,-0.26804573,-0.876834376,-2.527484594,0.935509939,1
3129,1,0,-0.236235418,-1.120578168,-0.493815326,-0.082372491,-0.065287362,0.042661371,1.051337279,0.253629251,0.394628721,0.377833523,0.930271042,0.039470649,0.935509939,1
3135,1,1,0.077913814,1.056112399,0.934376058,-0.350666789,-0.406793891,0.023125237,-0.142808577,-2.817691391,0.394628721,-1.075394795,0.930271042,0.895122396,-0.465398638,1
3140,1,1,-0.228581358,1.056112399,-0.493815326,-0.46845453,-0.533866087,0.042661371,1.204432902,1.618660648,1.662419587,1.831061841,-0.876834376,-1.671832846,-0.795024186,1
3141,1,0,-0.236235418,-1.120578168,-0.493815326,-0.40956066,-0.637112247,-0.172236106,0.561431287,0.594887101,0.648186894,0.700773149,0.026718333,0.039470649,0.873705149,1
3145,1,1,-0.216268305,1.056112399,-0.493815326,-0.154353888,-0.247953645,-0.074555435,1.633100645,1.618660648,1.15530324,1.508122215,-0.876834376,-2.527484594,-0.300585865,1
3151,1,0,-0.236235418,-1.120578168,-0.493815326,-0.128178835,-0.120881448,0.042661371,3.01402316,1.277402799,1.15530324,1.346652402,-1.780387086,-2.527484594,-0.877430574,1
3152,0,0,-0.236235418,-1.120578168,-0.493815326,-0.651679904,-0.756242431,0.042661371,-0.418380697,0.594887101,0.394628721,0.539303336,0.930271042,0.895122396,0.193852457,1
3157,1,0,-0.236235418,-1.120578168,-0.493815326,-0.576426626,-0.66490929,0.042661371,0.04090617,-1.111402145,0.648186894,-0.106575916,0.026718333,-0.816181099,1.1827291,1
3158,0,0,-0.236235418,-1.120578168,-0.493815326,-0.200160232,-0.748300419,-0.621567194,-0.112189452,0.594887101,-0.619603973,-0.106575916,0.930271042,0.039470649,-1.289462508,1
3170,0,0,-0.236235418,-1.120578168,-0.493815326,-0.677854958,-0.78801048,0.042661371,-0.602095444,1.277402799,-0.619603973,0.21636371,0.930271042,0.895122396,-1.289462508,1
3173.1,1,0,-0.236235418,-1.120578168,-0.493815326,-0.651679904,-0.764184443,0.032893304,-0.418380697,-0.428886447,-0.112487626,-0.26804573,0.930271042,0.895122396,1.1827291,1
3182,1,0,-0.236235418,-1.120578168,-0.493815326,-0.645136141,-0.748300419,0.042661371,-0.617405007,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,-0.053366704,1
3187,0,0,-0.236235418,-1.120578168,-0.493815326,-0.200160232,-0.748300419,-0.621567194,-0.59597162,1.277402799,1.15530324,1.346652402,0.930271042,0.895122396,-0.877430574,1
3193,0,0,-0.236235418,-1.120578168,-0.493815326,-0.560067217,-0.645054259,0.042661371,0.194001793,1.277402799,1.662419587,1.669592028,0.930271042,0.895122396,-1.289462508,1
3197,1,0,-0.236235418,-1.120578168,-0.493815326,-0.651679904,-0.756242431,0.042661371,-0.510238071,1.618660648,1.408861414,1.669592028,0.930271042,0.895122396,-1.598486459,1
3200,0,0,-0.236235418,-1.120578168,-0.493815326,0.297165785,0.39534935,0.042661371,0.356283153,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,-1.042243347,1
3201,1,1,-0.206151635,1.056112399,-0.493815326,0.09430912,-0.05734535,-0.211308375,-0.035641641,-0.087628598,-0.366045799,-0.26804573,0.930271042,0.895122396,1.1827291,1
3202,1,1,-0.1642207,1.056112399,-0.493815326,0.388778472,0.506537522,0.042661371,0.500193038,-0.087628598,0.141070547,0.054893897,-0.515413293,-0.4739204,1.1827291,1
3208,0,0,-0.236235418,-1.120578168,-0.493815326,0.048502776,0.522421547,0.570136996,0.428238095,1.277402799,0.648186894,1.023712776,0.026718333,0.039470649,1.1827291,1
3214,1,1,0.623681547,0.693330638,0.934376058,0.624353953,0.347697277,-0.504350389,0.477228695,-1.111402145,0.394628721,-0.26804573,0.026718333,0.039470649,-0.053366704,1
3215,1,1,1.094905394,-0.757796407,-0.493815326,2.410801354,2.960619319,0.042661371,1.902548941,1.277402799,1.15530324,1.346652402,0.207428875,-0.131659701,0.976713132,1
3219,1,1,-0.202158213,-0.757796407,0.934376058,0.146659227,0.697145817,0.638513466,0.200125618,-0.087628598,0.141070547,0.054893897,0.207428875,0.210600998,0.441071618,1
3222,1,1,-0.178330792,1.056112399,0.934376058,-0.533892164,-0.71653237,-0.084323502,-0.638838394,-1.452659995,-0.619603973,-1.075394795,0.930271042,0.895122396,-1.536681669,1
3228,1,1,-0.199629045,1.056112399,0.934376058,-0.452095122,-0.545779106,0.003589102,-0.617405007,-0.428886447,-0.619603973,-0.590985356,0.32790257,0.324687898,1.1827291,1
3233,1,1,2.193096563,0.693330638,0.934376058,1.68444362,2.162447084,0.145226076,1.354466612,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,-1.701494442,1
3239,0,0,-0.236235418,-1.120578168,-0.493815326,1.128223733,1.268970702,-0.12339577,0.43436192,1.277402799,-0.112487626,0.539303336,0.026718333,0.039470649,0.441071618,1
3240,1,0,-0.236235418,-1.120578168,-0.493815326,0.199009334,0.292103191,0.062197505,0.141949281,1.277402799,1.15530324,1.346652402,0.930271042,0.895122396,-0.671414606,1
3243,0,0,-0.236235418,-1.120578168,-0.493815326,-0.38992937,-0.43856194,0.042661371,-0.51728047,-0.428886447,-1.887394839,-1.398334422,0.930271042,0.895122396,-0.053366704,1
3248,1,0,-0.236235418,-1.120578168,-0.493815326,0.398594117,0.518450541,0.042661371,-0.037172597,1.277402799,1.408861414,1.508122215,0.930271042,0.895122396,-1.701494442,1
3255,1,1,-0.096465632,-0.757796407,0.934376058,1.216564538,1.511202077,0.042661371,1.207494814,-1.111402145,-1.887394839,-1.721274048,0.207428875,0.210600998,-1.701494442,1
3257,1,1,-0.189645489,1.056112399,-0.493815326,-0.219791522,-0.486214013,-0.269916777,-0.554635801,1.277402799,,-0.590985356,-0.274465904,-0.245746601,-0.300585865,1
3268,1,1,2.492603246,-0.757796407,0.934376058,1.128223733,1.403984911,0.042661371,1.005408592,0.253629251,1.15530324,0.862242963,-0.876834376,-0.816181099,-0.671414606,1
3275,0,0,-0.236235418,-1.120578168,-0.493815326,0.539285029,-0.104997424,-0.934145342,-0.347956711,0.594887101,1.15530324,1.023712776,-0.425058022,-0.388355225,-0.053366704,1
3277,1,1,-0.220261728,1.056112399,-0.493815326,0.473847396,0.276219166,-0.367597449,-0.298966112,-0.087628598,1.15530324,0.700773149,-1.328610731,-1.244006973,-0.259382672,1
3285,1,1,0.083238377,0.693330638,-0.493815326,0.199009334,0.276219166,0.042661371,-0.054778594,-0.428886447,-1.887394839,-1.398334422,-0.425058022,0.039470649,-0.053366704,1
3288,1,1,0.163106826,-0.757796407,-0.493815326,-0.54697969,-0.549750112,0.140342042,-0.586785882,-1.111402145,-0.619603973,-0.913924982,0.930271042,0.895122396,0.564681198,1
3292,1,1,0.974942984,1.056112399,2.362567443,0.709422877,0.713029842,-0.182004173,-0.035641641,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,0.976713132,1
3303,1,1,0.174421523,-0.757796407,0.934376058,-0.314676091,-0.18044654,0.247790781,-0.4840281,-0.087628598,-0.112487626,-0.106575916,0.026718333,0.039470649,0.152649264,1
3307,1,0,-0.236235418,-1.120578168,-0.493815326,-0.121635071,-0.486214013,-0.416437784,-0.602095444,-1.111402145,-0.619603973,-0.913924982,0.026718333,0.039470649,-0.053366704,1
3321,1,1,-0.07649852,1.056112399,0.934376058,-0.193616468,-0.359141817,-0.152699972,-0.366328186,-0.770144296,-0.619603973,-0.752455169,0.930271042,0.895122396,-1.495478476,1
3331,1,1,0.429334988,-0.757796407,-0.493815326,0.225184388,-0.208243583,-0.592262993,-0.188737264,-0.428886447,-0.366045799,-0.429515543,0.930271042,0.895122396,-1.289462508,1
3335,0,0,-0.236235418,-1.120578168,-0.493815326,-0.625504851,-0.724474382,0.042661371,-0.678643256,-1.452659995,-0.619603973,-1.075394795,0.930271042,0.895122396,-1.536681669,1
3338,1,1,3.757187017,-0.757796407,-0.493815326,0.199009334,0.832160026,0.72642607,0.806384283,0.594887101,1.15530324,1.023712776,0.930271042,0.895122396,-1.701494442,1
3351,1,1,0.429334988,0.693330638,-0.493815326,-0.092188136,-0.148678491,-0.045251233,0.86456062,1.959918497,0.141070547,1.023712776,0.026718333,0.039470649,-0.053366704,1
3355,1,1,0.262942387,-0.757796407,-0.493815326,-0.40956066,-0.033519313,0.570136996,-0.415318785,-0.428886447,-0.112487626,-0.26804573,-0.274465904,-0.816181099,-0.053366704,1
3357,1,0,-0.236235418,-1.120578168,-0.493815326,-0.40956066,-0.772126456,-0.338293247,-0.684767081,-0.428886447,-0.619603973,-0.590985356,0.32790257,0.324687898,0.35866523,1
3358,1,1,-0.181232679,1.056112399,-0.493815326,-0.651679904,-0.541808099,0.306399183,-0.464309384,0.594887101,-1.887394839,-0.913924982,-0.274465904,-0.245746601,0.193852457,1
3362,0,0,-0.236235418,-1.120578168,-0.493815326,-0.596057916,-0.740358407,-0.020831066,-0.672519431,-2.817691391,-1.887394839,-2.528623114,-1.780387086,-1.671832846,-1.289462508,1
3368,1,1,-0.22292401,1.056112399,-0.493815326,-0.370298079,-0.78801048,-0.416437784,-0.703138555,-0.428886447,-1.126720319,-0.913924982,0.930271042,0.895122396,1.1827291,1
3372,1,1,0.961791313,0.693330638,2.362567443,-0.337579263,-0.275750688,0.16476221,-0.427566435,0.594887101,1.662419587,1.346652402,0.930271042,0.895122396,-2.031119991,1
3376,1,0,-0.236235418,-1.120578168,-0.493815326,0.555644438,0.971145241,0.365007586,0.650226748,0.253629251,1.408861414,1.023712776,0.930271042,0.895122396,-0.053366704,1
3377,1,1,0.396056468,-0.757796407,0.934376058,-0.474998293,-0.533866087,0.052429438,-0.43369026,-1.111402145,-1.887394839,-1.721274048,0.930271042,0.895122396,-1.598486459,1
3379,1,1,-0.155035828,0.693330638,0.934376058,-0.075828728,-0.033519313,0.071965572,-0.09687989,-1.111402145,0.648186894,-0.106575916,-0.425058022,-0.816181099,-1.90751041,1
3380,1,0,-0.236235418,-1.120578168,-0.493815326,-0.658223668,-0.764184443,0.042661371,-0.680174212,0.594887101,-0.619603973,-0.106575916,0.930271042,0.895122396,-0.465398638,1
3381,1,1,-0.202956897,1.056112399,-0.493815326,-0.016934857,-0.168533522,-0.182004173,-0.314275674,1.277402799,1.15530324,1.346652402,-0.876834376,-0.816181099,-0.053366704,1
3408,1,0,-0.236235418,-1.120578168,-0.493815326,0.146659227,0.053842822,-0.152699972,-0.323461411,-0.428886447,-0.619603973,-0.590985356,-1.23825546,-1.158441798,-0.465398638,1
3417,1,0,-0.236235418,-1.120578168,-0.493815326,-0.173985178,-0.081171387,0.159878176,-0.324992368,-0.087628598,0.394628721,0.21636371,0.930271042,0.895122396,0.255657247,1
3418,1,0,-0.236235418,-1.120578168,-0.493815326,2.620201782,1.102188444,-2.555644486,0.013348958,0.594887101,0.141070547,0.377833523,-1.328610731,-0.816181099,-2.113526378,1
3433,1,0,-0.236235418,-1.120578168,-0.493815326,-0.671311195,-0.76815545,0.057313472,-0.678643256,-2.476433542,-1.887394839,-2.367153301,0.930271042,0.895122396,-1.289462508,1
3443,0,0,-0.236235418,-1.120578168,-0.493815326,-0.414468482,-0.420692412,0.101269774,-0.265285075,-0.087628598,-0.366045799,-0.26804573,-0.274465904,-0.245746601,1.1827291,1
3448,1,1,2.226375083,-0.757796407,-0.493815326,0.199009334,0.578015633,0.413847922,0.163382668,1.277402799,0.648186894,1.023712776,-0.274465904,-0.245746601,1.1827291,1
3450,0,0,-0.236235418,-1.120578168,-0.493815326,0.100852883,0.236509105,0.140342042,1.874991729,-0.087628598,-0.112487626,-0.106575916,-0.425058022,-0.388355225,-0.053366704,1
3451,1,1,0.762120191,-0.757796407,-0.493815326,-0.645136141,-0.740358407,0.052429438,-0.678643256,-1.793917844,-0.873162146,-1.398334422,-0.876834376,-0.816181099,-0.053366704,1
3456,1,0,-0.236235418,-1.120578168,-0.493815326,-0.259054102,-0.454445964,-0.172236106,-0.464309384,-0.428886447,-1.887394839,-1.398334422,-0.425058022,-0.388355225,-0.465398638,1
3461,1,1,0.063164774,1.056112399,2.362567443,0.918823305,1.189550579,0.091501706,0.371592715,-0.087628598,0.141070547,0.054893897,0.930271042,0.895122396,1.1827291,1
3462,1,1,-0.17679998,1.056112399,-0.493815326,-0.023478621,-0.279721694,-0.308989046,-0.42144261,-1.111402145,-1.380278492,-1.398334422,0.207428875,-0.4739204,0.35866523,1
3476,1,0,-0.236235418,-1.120578168,-0.493815326,0.437856697,0.566102615,0.042661371,0.007225133,-0.087628598,1.662419587,1.023712776,0.930271042,0.895122396,1.1827291,1
3481,1,1,0.143139714,-0.757796407,-0.493815326,0.221912506,-0.23206962,-0.616683161,-0.373982967,-0.087628598,-0.619603973,-0.429515543,-0.153992209,-0.131659701,0.35866523,1
3486,1,1,0.216352458,1.056112399,2.362567443,-0.329399558,-0.365098326,0.042661371,-0.508707115,-1.111402145,-0.619603973,-0.913924982,0.026718333,0.039470649,0.193852457,1
3494,0,0,-0.236235418,-1.120578168,-0.493815326,0.212096861,-0.363112823,-0.763204168,-0.455123647,1.277402799,0.648186894,1.023712776,-1.178018614,-0.245746601,-0.053366704,1
3498,1,0,-0.236235418,-1.120578168,-0.493815326,-0.317947972,-0.533866087,-0.182004173,-0.566883451,-0.428886447,0.648186894,0.21636371,-0.425058022,-0.388355225,-0.053366704,1
3506.1,1,1,0.578456037,1.056112399,0.934376058,0.529469384,0.125320933,-0.636219295,1.649941163,0.253629251,-1.126720319,-0.590985356,-0.153992209,-0.816181099,1.1827291,1
3522,1,0,-0.236235418,-1.120578168,-0.493815326,4.256142625,5.200266784,0.042661371,2.642000798,1.618660648,1.662419587,1.831061841,-0.876834376,-0.816181099,0.152649264,1
3530,0,0,-0.236235418,-1.120578168,-0.493815326,3.477434784,3.254473774,-1.188115088,4.025985226,1.618660648,1.662419587,1.831061841,-0.274465904,-0.245746601,0.35866523,1
3533.1,1,0,-0.236235418,-1.120578168,-0.493815326,-0.671311195,-0.410764897,0.496876492,-0.527078589,-0.428886447,-0.619603973,-0.590985356,0.478494688,0.467296522,0.193852457,1
3535,0,0,-0.236235418,-1.120578168,-0.493815326,1.174030077,1.578709181,0.189182378,0.576740849,-0.087628598,0.394628721,0.21636371,-0.153992209,-0.131659701,-0.053366704,1
3536.1,1,1,-0.226351697,0.693330638,-0.493815326,0.977717175,-0.152649497,-1.647214243,-0.295904199,-1.111402145,-0.619603973,-0.913924982,-0.876834376,-0.816181099,0.564681198,1
3539,1,0,-0.236235418,-1.120578168,-0.493815326,0.820666854,1.030710333,0.042661371,-0.014208254,-0.770144296,-0.619603973,-0.752455169,-1.328610731,-1.671832846,-0.465398638,1
3540,1,1,-0.233240351,0.693330638,-0.493815326,2.207944689,2.785895049,0.130573975,0.745146034,0.594887101,0.141070547,0.377833523,-0.876834376,-0.816181099,-0.259382672,1
3544,1,1,-0.23167626,1.056112399,-0.493815326,-0.664767431,-0.772126456,0.042661371,-0.687828993,0.594887101,0.394628721,0.539303336,0.930271042,0.895122396,0.564681198,1
3547,1,1,-0.220128614,1.056112399,-0.493815326,-0.664767431,-0.772126456,0.042661371,-0.700076643,-2.476433542,-0.619603973,-1.559804235,-0.876834376,-0.816181099,-0.053366704,1
3549,1,1,-0.056664522,0.693330638,0.934376058,0.028871486,0.014132761,-0.025715099,-0.170365789,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,0.564681198,1
3551,1,1,3.091616611,-0.757796407,0.934376058,0.221912506,0.44697243,0.218486579,0.037844258,0.253629251,-0.619603973,-0.26804573,-1.961097628,-1.500702497,-0.259382672,1
3553,0,0,-0.236235418,-1.120578168,-0.493815326,-0.455367003,-0.525924075,0.032893304,-0.390823485,-0.428886447,-0.619603973,-0.590985356,-1.23825546,-1.158441798,-0.229951819,1
3554,1,1,-0.222098702,1.056112399,-0.493815326,-0.612417324,-0.708590357,0.042661371,-0.669457518,-1.111402145,-0.619603973,-0.913924982,0.930271042,0.895122396,0.564681198,1
3555,1,0,-0.236235418,-1.120578168,-0.493815326,-0.164169533,-0.514011056,-0.387133583,-0.488804684,-0.428886447,-1.887394839,-1.398334422,0.930271042,0.895122396,1.1827291,1
3559,1,1,-0.125417945,1.056112399,0.934376058,-0.68112684,-0.66490929,0.198950445,0.224620917,-0.087628598,-0.619603973,-0.429515543,-2.683939795,-2.527484594,-0.671414606,1
3566,1,1,-0.181658644,-0.757796407,0.934376058,-0.664767431,-0.724474382,0.101269774,-0.57147632,0.253629251,-0.619603973,-0.26804573,0.930271042,0.895122396,-0.671414606,1
3568,1,0,-0.236235418,-1.120578168,-0.493815326,1.317992871,1.396042898,-0.250380643,-0.012064915,-0.428886447,0.394628721,0.054893897,-1.328610731,-1.244006973,1.1827291,1
3569,1,1,-0.22292401,1.056112399,0.934376058,0.100852883,0.466827461,0.423615989,-0.044827378,-1.111402145,-0.873162146,-1.075394795,0.026718333,-0.816181099,-0.053366704,1
3570,1,1,-0.069842816,1.056112399,0.934376058,-0.658223668,0.196799043,1.224597494,-0.399519317,-1.111402145,-1.126720319,-1.236864609,0.930271042,0.895122396,-0.053366704,1
3574,1,1,-0.221592869,1.056112399,-0.493815326,0.630897717,0.760681916,-0.006178965,0.010287046,-1.111402145,1.408861414,0.377833523,-0.274465904,-0.245746601,1.1827291,1
3580,1,1,6.419468639,-0.395014646,-0.493815326,-0.461910767,-0.375025841,0.228254646,-0.43369026,1.277402799,1.15530324,1.346652402,0.930271042,0.895122396,1.1827291,1
3587,1,1,0.163106826,-0.757796407,-0.493815326,-0.259054102,-0.271779682,0.052429438,-0.295904199,0.594887101,1.662419587,1.346652402,-0.515413293,0.210600998,-0.795024186,1
